return_product_id,return_product_ref,return_id,product_id,quantity,total,status,created_at,created_user_id,updated_at,updated_user_id
60,03b1aaf9-b863-11eb-8815-002590fd1374,26,627,12.0,2400.0,1,2021-05-19 10:58:07,5,2021-05-19 05:28:07,
61,17826290-d63b-11eb-a68c-002590fd1374,27,601,1.0,350.0,1,2021-06-26 10:28:00,5,2021-06-26 04:58:00,
62,bb78c77e-e6f8-11eb-8322-002590fd1374,28,952,30.0,663.0,1,2021-07-17 17:45:19,5,2021-07-17 12:15:19,
63,6565b74c-e781-11eb-8322-002590fd1374,29,627,1.0,180.0,1,2021-07-18 10:03:34,5,2021-07-18 04:33:34,
64,6567362d-e781-11eb-8322-002590fd1374,29,680,10.0,2800.0,1,2021-07-18 10:03:34,5,2021-07-18 04:33:34,
65,85f9d8ee-e781-11eb-8322-002590fd1374,30,627,12.0,2160.0,1,2021-07-18 10:04:28,5,2021-07-18 04:34:28,
66,85fb4338-e781-11eb-8322-002590fd1374,30,680,10.0,2800.0,1,2021-07-18 10:04:28,5,2021-07-18 04:34:28,
67,a60d71c9-e781-11eb-8322-002590fd1374,31,627,9.0,1620.0,1,2021-07-18 10:05:22,5,2021-07-18 04:35:22,
68,b1ec3945-e781-11eb-8322-002590fd1374,32,627,2.0,360.0,1,2021-07-18 10:05:42,5,2021-07-18 04:35:42,
69,817133c1-e860-11eb-8322-002590fd1374,33,1030,10.0,3800.0,1,2021-07-19 12:40:37,5,2021-07-19 07:10:37,
70,2c567b92-eacd-11eb-8322-002590fd1374,34,829,15.0,15000.0,1,2021-07-22 14:43:27,5,2021-07-22 09:13:27,
71,97930579-f356-11eb-a9da-002590fd1374,35,600,1.0,100.0,1,2021-08-02 11:27:51,5,2021-08-02 05:57:51,
72,87870f5f-fa6b-11eb-bc59-002590fd1374,36,874,2.0,166000.0,1,2021-08-11 11:45:23,5,2021-08-11 06:15:23,
73,d8959673-fb5a-11eb-bc59-002590fd1374,37,1120,5.0,23750.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
74,d896b08b-fb5a-11eb-bc59-002590fd1374,37,1123,3.0,17850.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
75,d89788c5-fb5a-11eb-bc59-002590fd1374,37,1124,3.0,14490.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
76,d8985e3d-fb5a-11eb-bc59-002590fd1374,37,1126,2.0,31500.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
77,d8993076-fb5a-11eb-bc59-002590fd1374,37,1128,2.0,14000.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
78,d89a0b3d-fb5a-11eb-bc59-002590fd1374,37,1129,3.0,26250.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
79,d89b2ed2-fb5a-11eb-bc59-002590fd1374,37,1134,6.0,4950.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
80,d89cb40f-fb5a-11eb-bc59-002590fd1374,37,1135,6.0,5355.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
81,d89df63c-fb5a-11eb-bc59-002590fd1374,37,1136,6.0,4950.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
82,d89f6a25-fb5a-11eb-bc59-002590fd1374,37,1143,5.0,2062.5,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
83,d8a0bf78-fb5a-11eb-bc59-002590fd1374,37,1144,12.0,2295.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
84,d8a20c14-fb5a-11eb-bc59-002590fd1374,37,1145,12.0,2475.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
85,d8a352b6-fb5a-11eb-bc59-002590fd1374,37,1151,3.0,4950.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
86,d8a49d29-fb5a-11eb-bc59-002590fd1374,37,1153,3.0,8550.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
87,d8a5e878-fb5a-11eb-bc59-002590fd1374,37,1154,2.0,8775.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
88,d8a757e7-fb5a-11eb-bc59-002590fd1374,37,1155,1.0,12375.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
89,d8a8e77c-fb5a-11eb-bc59-002590fd1374,37,1160,2.0,6975.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
90,d8aa5e19-fb5a-11eb-bc59-002590fd1374,37,1161,2.0,10350.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
91,d8abc493-fb5a-11eb-bc59-002590fd1374,37,1162,2.0,12675.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
92,d8acce06-fb5a-11eb-bc59-002590fd1374,37,1164,5.0,6000.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
93,d8adf7aa-fb5a-11eb-bc59-002590fd1374,37,1165,2.0,34650.0,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
94,2fa9c9e3-fc2e-11eb-bc59-002590fd1374,38,514,1.0,80.0,1,2021-08-13 17:31:15,5,2021-08-13 12:01:15,
95,2faadc33-fc2e-11eb-bc59-002590fd1374,38,649,1.0,180.0,1,2021-08-13 17:31:15,5,2021-08-13 12:01:15,
96,3a93a011-fc2e-11eb-bc59-002590fd1374,39,514,2.0,160.0,1,2021-08-13 17:31:33,5,2021-08-13 12:01:33,
97,3a94b57b-fc2e-11eb-bc59-002590fd1374,39,649,4.0,720.0,1,2021-08-13 17:31:33,5,2021-08-13 12:01:33,
98,98816bda-fd7e-11eb-bc59-002590fd1374,40,381,1.0,300.0,1,2021-08-15 09:39:18,5,2021-08-15 04:09:18,
99,5ef7b0fb-fd8b-11eb-bc59-002590fd1374,41,1103,1.0,300.0,1,2021-08-15 11:10:45,5,2021-08-15 05:40:45,
100,dd6c0ed9-fe6a-11eb-bd28-002590fd1374,42,892,64.7,15204.5,1,2021-08-16 13:50:48,5,2021-08-16 08:20:48,
101,92920e64-fe70-11eb-bd28-002590fd1374,43,591,1.0,100.0,1,2021-08-16 14:31:40,5,2021-08-16 09:01:40,
102,ef0d4cc8-000f-11ec-bd28-002590fd1374,44,661,4.0,400.0,1,2021-08-18 16:04:53,5,2021-08-18 10:34:53,
103,766025b6-00c8-11ec-bd28-002590fd1374,45,95,5.0,0.0,1,2021-08-19 14:05:45,5,2021-08-19 08:35:45,
104,c4ba3508-00cd-11ec-bd28-002590fd1374,46,1173,12.0,7744.8,1,2021-08-19 14:43:44,5,2021-08-19 09:13:44,
105,1e5fd1a2-016d-11ec-bd28-002590fd1374,47,1280,1.0,180.0,1,2021-08-20 09:44:24,5,2021-08-20 04:14:24,
106,8a5edf52-01b5-11ec-bd28-002590fd1374,48,317,5.0,0.0,1,2021-08-20 18:22:48,5,2021-08-20 12:52:48,
107,26880319-0bbd-11ec-bd28-002590fd1374,49,502,1000.0,550.0,1,2021-09-02 12:42:06,5,2021-09-02 07:12:06,
108,dc146ae7-139c-11ec-bd28-002590fd1374,50,829,45.0,45000.0,1,2021-09-12 13:10:48,5,2021-09-12 07:40:48,
109,18a195a5-1db8-11ec-bd28-002590fd1374,51,108,1.0,1000.0,1,2021-09-25 09:50:36,5,2021-09-25 04:20:36,
110,3ecbd108-1e8a-11ec-bd28-002590fd1374,52,1590,2.0,2800.0,1,2021-09-26 10:54:52,4,2021-09-26 05:24:52,
111,e9515716-1ea2-11ec-bd28-002590fd1374,53,1050,1.0,60.0,1,2021-09-26 13:51:26,4,2021-09-26 08:21:26,
112,ad5a2c38-20e3-11ec-98ee-002590fd1374,54,1607,1000.0,300.0,1,2021-09-29 10:41:16,5,2021-09-29 05:11:16,
113,88c125a5-21aa-11ec-bfb2-002590fd1374,55,1623,2.0,990.0,1,2021-09-30 10:24:46,5,2021-09-30 04:54:46,
114,9696b504-21ca-11ec-bfb2-002590fd1374,56,1624,2.0,796.5,1,2021-09-30 14:14:12,5,2021-09-30 08:44:12,
115,9fef30fb-2298-11ec-bfb2-002590fd1374,57,838,1.0,1600.0,1,2021-10-01 14:49:02,5,2021-10-01 09:19:02,
116,975a2f61-22a9-11ec-bfb2-002590fd1374,58,1624,3.0,1740.0,1,2021-10-01 16:50:29,5,2021-10-01 11:20:29,
117,5959dff5-2592-11ec-bfb2-002590fd1374,59,1453,1.0,6400.0,1,2021-10-05 09:41:33,5,2021-10-05 04:11:33,
118,5fc3dd94-25e0-11ec-bfb2-002590fd1374,60,980,1.0,1050.0,1,2021-10-05 19:00:04,5,2021-10-05 13:30:04,
119,438bce08-280c-11ec-bfb2-002590fd1374,61,851,1.0,40.0,1,2021-10-08 13:19:13,5,2021-10-08 07:49:13,
120,b0daace9-283c-11ec-bfb2-002590fd1374,62,573,1.0,550.0,1,2021-10-08 19:05:51,5,2021-10-08 13:35:51,
121,90228ccc-28ce-11ec-bfb2-002590fd1374,63,616,1.0,350.0,1,2021-10-09 12:30:02,5,2021-10-09 07:00:02,
122,1c33bf72-28f7-11ec-bfb2-002590fd1374,64,1492,1.0,500.0,1,2021-10-09 17:20:17,5,2021-10-09 11:50:17,
123,df4f5409-2a8d-11ec-bfb2-002590fd1374,65,957,1.0,300.0,1,2021-10-11 17:51:56,5,2021-10-11 12:21:56,
124,2bd95086-2b51-11ec-bfb2-002590fd1374,66,522,1.0,1000.0,1,2021-10-12 17:09:54,5,2021-10-12 11:39:54,
125,2bdaabd4-2b51-11ec-bfb2-002590fd1374,66,523,1.0,1000.0,1,2021-10-12 17:09:54,5,2021-10-12 11:39:54,
126,368f8e2c-2cc1-11ec-bfb2-002590fd1374,67,509,2.0,700.0,1,2021-10-14 13:04:24,5,2021-10-14 07:34:24,
127,51f8380b-2cdc-11ec-bfb2-002590fd1374,68,458,6.0,480.0,1,2021-10-14 16:18:27,5,2021-10-14 10:48:27,
128,66c7cada-2d93-11ec-bfb2-002590fd1374,69,458,33.0,2640.0,1,2021-10-15 14:08:58,5,2021-10-15 08:38:58,
129,7c938208-2da1-11ec-bfb2-002590fd1374,70,254,1.0,2300.0,1,2021-10-15 15:49:46,5,2021-10-15 10:19:46,
130,f66f8d33-2dba-11ec-bfb2-002590fd1374,71,805,1.0,3500.0,1,2021-10-15 18:52:08,5,2021-10-15 13:22:08,
131,04a29160-2fd9-11ec-bfb2-002590fd1374,72,647,400.0,300.0,1,2021-10-18 11:32:15,4,2021-10-18 06:02:15,
132,c28f1091-30a8-11ec-9b1d-002590fd1374,73,588,2.0,380.0,1,2021-10-19 12:19:50,5,2021-10-19 06:49:50,
133,954dfb16-3220-11ec-9b1d-002590fd1374,74,526,1.0,180.0,1,2021-10-21 09:10:02,5,2021-10-21 03:40:02,
134,b778acb8-3226-11ec-9b1d-002590fd1374,75,533,1.0,150.0,1,2021-10-21 09:53:57,5,2021-10-21 04:23:57,
135,6ceb8540-32f3-11ec-9b1d-002590fd1374,76,1262,1.0,2200.0,1,2021-10-22 10:19:16,5,2021-10-22 04:49:16,
136,7aba2f9c-32fa-11ec-9b1d-002590fd1374,77,2038,1.0,3200.0,1,2021-10-22 11:09:46,5,2021-10-22 05:39:46,
137,cd10ce71-32fe-11ec-9b1d-002590fd1374,78,645,12.0,1080.0,1,2021-10-22 11:40:42,5,2021-10-22 06:10:42,
138,51ccc306-3337-11ec-9b1d-002590fd1374,79,109,1.0,2200.0,1,2021-10-22 18:25:16,5,2021-10-22 12:55:16,
139,9cad296b-33b6-11ec-9b1d-002590fd1374,80,56,1.0,30000.0,1,2021-10-23 09:36:26,5,2021-10-23 04:06:26,
140,3a56d05f-33b9-11ec-9b1d-002590fd1374,81,779,2000.0,660.0,1,2021-10-23 09:55:10,5,2021-10-23 04:25:10,
141,55b885fc-33ce-11ec-9b1d-002590fd1374,82,832,1.0,350.0,1,2021-10-23 12:26:16,5,2021-10-23 06:56:16,
142,8cd7dc5f-33ce-11ec-9b1d-002590fd1374,83,563,1.0,140.0,1,2021-10-23 12:27:48,5,2021-10-23 06:57:48,
143,6855a9d8-33f9-11ec-9b1d-002590fd1374,84,674,1.0,700.0,1,2021-10-23 17:34:34,5,2021-10-23 12:04:34,
144,6856d4ca-33f9-11ec-9b1d-002590fd1374,84,889,2.0,90.0,1,2021-10-23 17:34:34,5,2021-10-23 12:04:34,
145,d0d71367-3493-11ec-9b1d-002590fd1374,85,891,13.0,3770.0,1,2021-10-24 11:59:51,4,2021-10-24 06:29:51,
146,2a2e34b6-362d-11ec-9b1d-002590fd1374,86,1632,1.0,1925.0,1,2021-10-26 12:50:01,5,2021-10-26 07:20:01,
147,2a2fa70b-362d-11ec-9b1d-002590fd1374,86,793,8.0,112.0,1,2021-10-26 12:50:01,5,2021-10-26 07:20:01,
148,0854010e-3708-11ec-9b1d-002590fd1374,87,204,1.0,900.0,1,2021-10-27 14:56:43,5,2021-10-27 09:26:43,
149,5844ae75-37b0-11ec-9b1d-002590fd1374,88,904,5.0,1250.0,1,2021-10-28 11:01:31,5,2021-10-28 05:31:31,
150,5845f08a-37b0-11ec-9b1d-002590fd1374,88,706,1.0,35.0,1,2021-10-28 11:01:31,5,2021-10-28 05:31:31,
151,58473536-37b0-11ec-9b1d-002590fd1374,88,783,10.0,350.0,1,2021-10-28 11:01:31,5,2021-10-28 05:31:31,
152,584867f4-37b0-11ec-9b1d-002590fd1374,88,782,5.0,125.0,1,2021-10-28 11:01:31,5,2021-10-28 05:31:31,
153,584954c3-37b0-11ec-9b1d-002590fd1374,88,910,1.0,195.0,1,2021-10-28 11:01:31,5,2021-10-28 05:31:31,
154,584a41b5-37b0-11ec-9b1d-002590fd1374,88,675,1.0,165.0,1,2021-10-28 11:01:31,5,2021-10-28 05:31:31,
155,584b8d35-37b0-11ec-9b1d-002590fd1374,88,487,1.0,35.0,1,2021-10-28 11:01:31,5,2021-10-28 05:31:31,
156,584c65a5-37b0-11ec-9b1d-002590fd1374,88,897,1.0,45.0,1,2021-10-28 11:01:31,5,2021-10-28 05:31:31,
157,7e0229c5-37b0-11ec-9b1d-002590fd1374,89,904,5.0,1250.0,1,2021-10-28 11:02:34,5,2021-10-28 05:32:34,
158,7e0372de-37b0-11ec-9b1d-002590fd1374,89,706,1.0,35.0,1,2021-10-28 11:02:34,5,2021-10-28 05:32:34,
159,7e0471f1-37b0-11ec-9b1d-002590fd1374,89,783,10.0,350.0,1,2021-10-28 11:02:34,5,2021-10-28 05:32:34,
160,7e05670a-37b0-11ec-9b1d-002590fd1374,89,782,5.0,125.0,1,2021-10-28 11:02:34,5,2021-10-28 05:32:34,
161,7e065722-37b0-11ec-9b1d-002590fd1374,89,910,1.0,190.0,1,2021-10-28 11:02:34,5,2021-10-28 05:32:34,
162,7e07814c-37b0-11ec-9b1d-002590fd1374,89,675,1.0,150.0,1,2021-10-28 11:02:34,5,2021-10-28 05:32:34,
163,7e087fa1-37b0-11ec-9b1d-002590fd1374,89,487,1.0,35.0,1,2021-10-28 11:02:34,5,2021-10-28 05:32:34,
164,7e097387-37b0-11ec-9b1d-002590fd1374,89,897,1.0,45.0,1,2021-10-28 11:02:34,5,2021-10-28 05:32:34,
165,aeca1fd6-37b0-11ec-9b1d-002590fd1374,90,930,1.0,2800.0,1,2021-10-28 11:03:56,5,2021-10-28 05:33:56,
166,f7f122f3-37b1-11ec-9b1d-002590fd1374,91,930,1.0,2800.0,1,2021-10-28 11:13:08,5,2021-10-28 05:43:08,
167,0869cbb6-37b2-11ec-9b1d-002590fd1374,92,930,1.0,2800.0,1,2021-10-28 11:13:36,5,2021-10-28 05:43:36,
168,233f2bdf-37b2-11ec-9b1d-002590fd1374,93,930,1.0,2800.0,1,2021-10-28 11:14:21,5,2021-10-28 05:44:21,
169,4ad929b6-37b2-11ec-9b1d-002590fd1374,94,904,5.0,1250.0,1,2021-10-28 11:15:28,5,2021-10-28 05:45:28,
170,4adaba6c-37b2-11ec-9b1d-002590fd1374,94,706,1.0,35.0,1,2021-10-28 11:15:28,5,2021-10-28 05:45:28,
171,4adbfb79-37b2-11ec-9b1d-002590fd1374,94,783,10.0,350.0,1,2021-10-28 11:15:28,5,2021-10-28 05:45:28,
172,4adda594-37b2-11ec-9b1d-002590fd1374,94,782,5.0,125.0,1,2021-10-28 11:15:28,5,2021-10-28 05:45:28,
173,4adee442-37b2-11ec-9b1d-002590fd1374,94,910,1.0,190.0,1,2021-10-28 11:15:28,5,2021-10-28 05:45:28,
174,4ae040ad-37b2-11ec-9b1d-002590fd1374,94,675,1.0,150.0,1,2021-10-28 11:15:28,5,2021-10-28 05:45:28,
175,4ae14150-37b2-11ec-9b1d-002590fd1374,94,487,1.0,35.0,1,2021-10-28 11:15:28,5,2021-10-28 05:45:28,
176,4ae22f34-37b2-11ec-9b1d-002590fd1374,94,897,1.0,45.0,1,2021-10-28 11:15:28,5,2021-10-28 05:45:28,
177,5799769c-37b2-11ec-9b1d-002590fd1374,95,930,1.0,2800.0,1,2021-10-28 11:15:49,5,2021-10-28 05:45:49,
178,788243dc-37b2-11ec-9b1d-002590fd1374,96,904,5.0,1250.0,1,2021-10-28 11:16:44,5,2021-10-28 05:46:44,
179,788427e0-37b2-11ec-9b1d-002590fd1374,96,706,1.0,35.0,1,2021-10-28 11:16:44,5,2021-10-28 05:46:44,
180,7885ba00-37b2-11ec-9b1d-002590fd1374,96,783,10.0,350.0,1,2021-10-28 11:16:44,5,2021-10-28 05:46:44,
181,78875978-37b2-11ec-9b1d-002590fd1374,96,782,5.0,125.0,1,2021-10-28 11:16:44,5,2021-10-28 05:46:44,
182,78889b6a-37b2-11ec-9b1d-002590fd1374,96,910,1.0,190.0,1,2021-10-28 11:16:44,5,2021-10-28 05:46:44,
183,7889dcd4-37b2-11ec-9b1d-002590fd1374,96,675,1.0,150.0,1,2021-10-28 11:16:44,5,2021-10-28 05:46:44,
184,788b1443-37b2-11ec-9b1d-002590fd1374,96,487,1.0,35.0,1,2021-10-28 11:16:44,5,2021-10-28 05:46:44,
185,788c37f5-37b2-11ec-9b1d-002590fd1374,96,897,1.0,45.0,1,2021-10-28 11:16:44,5,2021-10-28 05:46:44,
186,aa0901ea-37b2-11ec-9b1d-002590fd1374,97,904,5.0,1250.0,1,2021-10-28 11:18:07,5,2021-10-28 05:48:07,
187,aa0a25ea-37b2-11ec-9b1d-002590fd1374,97,706,1.0,35.0,1,2021-10-28 11:18:07,5,2021-10-28 05:48:07,
188,aa0b6765-37b2-11ec-9b1d-002590fd1374,97,783,10.0,350.0,1,2021-10-28 11:18:07,5,2021-10-28 05:48:07,
189,aa0c573e-37b2-11ec-9b1d-002590fd1374,97,782,5.0,125.0,1,2021-10-28 11:18:07,5,2021-10-28 05:48:07,
190,aa0d62a5-37b2-11ec-9b1d-002590fd1374,97,910,1.0,190.0,1,2021-10-28 11:18:07,5,2021-10-28 05:48:07,
191,aa0e54e3-37b2-11ec-9b1d-002590fd1374,97,675,1.0,150.0,1,2021-10-28 11:18:07,5,2021-10-28 05:48:07,
192,aa0f5cc0-37b2-11ec-9b1d-002590fd1374,97,487,1.0,35.0,1,2021-10-28 11:18:07,5,2021-10-28 05:48:07,
193,aa1070dc-37b2-11ec-9b1d-002590fd1374,97,897,1.0,45.0,1,2021-10-28 11:18:07,5,2021-10-28 05:48:07,
194,b438271f-37b2-11ec-9b1d-002590fd1374,98,930,1.0,2800.0,1,2021-10-28 11:18:24,5,2021-10-28 05:48:24,
