return_id,return_ref,supplier_invoice_id,invoice_id,total,is_cash_paid,description,status,created_at,created_user_id,updated_at,updated_user_id
37,d8953c4d-fb5a-11eb-bc59-002590fd1374,296.0,,255227.5,0,,1,2021-08-12 16:18:27,5,2021-08-12 10:48:27,
38,2fa972b6-fc2e-11eb-bc59-002590fd1374,,469.0,260.0,1,,1,2021-08-13 17:31:15,5,2021-08-13 12:01:15,
39,3a935404-fc2e-11eb-bc59-002590fd1374,,469.0,880.0,1,,1,2021-08-13 17:31:33,5,2021-08-13 12:01:33,
40,98812d7e-fd7e-11eb-bc59-002590fd1374,,491.0,300.0,1,,1,2021-08-15 09:39:18,5,2021-08-15 04:09:18,
41,5ef71b94-fd8b-11eb-bc59-002590fd1374,,489.0,300.0,0,,1,2021-08-15 11:10:45,5,2021-08-15 05:40:45,
42,dd6bca7f-fe6a-11eb-bd28-002590fd1374,,466.0,15204.5,1,,1,2021-08-16 13:50:48,5,2021-08-16 08:20:48,
43,9291d080-fe70-11eb-bd28-002590fd1374,,519.0,100.0,1,,1,2021-08-16 14:31:40,5,2021-08-16 09:01:40,
44,ef0d1d61-000f-11ec-bd28-002590fd1374,,579.0,400.0,1,,1,2021-08-18 16:04:53,5,2021-08-18 10:34:53,
45,765fd9a4-00c8-11ec-bd28-002590fd1374,,601.0,0.0,1,,1,2021-08-19 14:05:45,5,2021-08-19 08:35:45,
46,c4b9bb2f-00cd-11ec-bd28-002590fd1374,304.0,,7744.8,0,,1,2021-08-19 14:43:44,5,2021-08-19 09:13:44,
47,1e5fa07c-016d-11ec-bd28-002590fd1374,,614.0,180.0,1,,1,2021-08-20 09:44:24,5,2021-08-20 04:14:24,
48,8a5eb275-01b5-11ec-bd28-002590fd1374,,139.0,0.0,1,,1,2021-08-20 18:22:48,5,2021-08-20 12:52:48,
49,2687d229-0bbd-11ec-bd28-002590fd1374,,654.0,550.0,0,,1,2021-09-02 12:42:06,5,2021-09-02 07:12:06,
50,dc14020b-139c-11ec-bd28-002590fd1374,,663.0,45000.0,1,,1,2021-09-12 13:10:48,5,2021-09-12 07:40:48,
51,18a14bca-1db8-11ec-bd28-002590fd1374,,736.0,1000.0,1,,1,2021-09-25 09:50:36,5,2021-09-25 04:20:36,
52,3ecba45b-1e8a-11ec-bd28-002590fd1374,,756.0,2800.0,1,,1,2021-09-26 10:54:52,4,2021-09-26 05:24:52,
53,e9511e82-1ea2-11ec-bd28-002590fd1374,,765.0,60.0,1,,1,2021-09-26 13:51:26,4,2021-09-26 08:21:26,
54,ad59d867-20e3-11ec-98ee-002590fd1374,,871.0,300.0,1,,1,2021-09-29 10:41:16,5,2021-09-29 05:11:16,
55,88c0e8dd-21aa-11ec-bfb2-002590fd1374,425.0,,990.0,0,,1,2021-09-30 10:24:46,5,2021-09-30 04:54:46,
56,9696661a-21ca-11ec-bfb2-002590fd1374,426.0,,796.5,0,,1,2021-09-30 14:14:12,5,2021-09-30 08:44:12,
57,9feefbbf-2298-11ec-bfb2-002590fd1374,,934.0,1600.0,1,,1,2021-10-01 14:49:02,5,2021-10-01 09:19:02,
58,9759e840-22a9-11ec-bfb2-002590fd1374,,951.0,1740.0,1,,1,2021-10-01 16:50:29,5,2021-10-01 11:20:29,
59,5959a60a-2592-11ec-bfb2-002590fd1374,,1042.0,6400.0,1,,1,2021-10-05 09:41:33,5,2021-10-05 04:11:33,
60,5fc37ede-25e0-11ec-bfb2-002590fd1374,,1081.0,1050.0,1,,1,2021-10-05 19:00:04,5,2021-10-05 13:30:04,
61,438b992e-280c-11ec-bfb2-002590fd1374,,1163.0,40.0,1,,1,2021-10-08 13:19:13,5,2021-10-08 07:49:13,
62,b0da6101-283c-11ec-bfb2-002590fd1374,,1176.0,550.0,1,,1,2021-10-08 19:05:51,5,2021-10-08 13:35:51,
63,902234ab-28ce-11ec-bfb2-002590fd1374,,1207.0,350.0,1,,1,2021-10-09 12:30:02,5,2021-10-09 07:00:02,
64,1c339801-28f7-11ec-bfb2-002590fd1374,,1219.0,500.0,1,,1,2021-10-09 17:20:17,5,2021-10-09 11:50:17,
65,df4f2328-2a8d-11ec-bfb2-002590fd1374,,1182.0,300.0,1,,1,2021-10-11 17:51:56,5,2021-10-11 12:21:56,
66,2bd923a6-2b51-11ec-bfb2-002590fd1374,,1273.0,2000.0,1,,1,2021-10-12 17:09:54,5,2021-10-12 11:39:54,
67,368f57f9-2cc1-11ec-bfb2-002590fd1374,,1307.0,700.0,1,,1,2021-10-14 13:04:24,5,2021-10-14 07:34:24,
68,51f80df4-2cdc-11ec-bfb2-002590fd1374,,1283.0,480.0,1,,1,2021-10-14 16:18:27,5,2021-10-14 10:48:27,
69,66c78c6b-2d93-11ec-bfb2-002590fd1374,,1311.0,2640.0,1,,1,2021-10-15 14:08:58,5,2021-10-15 08:38:58,
70,7c9332ec-2da1-11ec-bfb2-002590fd1374,,1309.0,2300.0,1,,1,2021-10-15 15:49:46,5,2021-10-15 10:19:46,
71,f66f4d1c-2dba-11ec-bfb2-002590fd1374,,1271.0,3500.0,1,,1,2021-10-15 18:52:08,5,2021-10-15 13:22:08,
72,04a24ffc-2fd9-11ec-bfb2-002590fd1374,,1451.0,300.0,1,,1,2021-10-18 11:32:15,4,2021-10-18 06:02:15,
73,c28eb62b-30a8-11ec-9b1d-002590fd1374,,1511.0,380.0,1,,1,2021-10-19 12:19:50,5,2021-10-19 06:49:50,
74,954dd095-3220-11ec-9b1d-002590fd1374,,1541.0,180.0,1,,1,2021-10-21 09:10:02,5,2021-10-21 03:40:02,
75,b7786f0f-3226-11ec-9b1d-002590fd1374,,1520.0,150.0,1,,1,2021-10-21 09:53:57,5,2021-10-21 04:23:57,
76,6ceb5322-32f3-11ec-9b1d-002590fd1374,,1584.0,2200.0,1,,1,2021-10-22 10:19:16,5,2021-10-22 04:49:16,
77,7ab9fa2f-32fa-11ec-9b1d-002590fd1374,,1592.0,3200.0,1,,1,2021-10-22 11:09:46,5,2021-10-22 05:39:46,
78,cd109212-32fe-11ec-9b1d-002590fd1374,,1344.0,1080.0,1,,1,2021-10-22 11:40:42,5,2021-10-22 06:10:42,
79,51cc8cd6-3337-11ec-9b1d-002590fd1374,,1625.0,2200.0,1,,1,2021-10-22 18:25:16,5,2021-10-22 12:55:16,
80,9caceb52-33b6-11ec-9b1d-002590fd1374,,1632.0,30000.0,1,,1,2021-10-23 09:36:26,5,2021-10-23 04:06:26,
81,3a56a4dd-33b9-11ec-9b1d-002590fd1374,,1633.0,660.0,1,,1,2021-10-23 09:55:10,5,2021-10-23 04:25:10,
82,55b85684-33ce-11ec-9b1d-002590fd1374,,1521.0,350.0,1,,1,2021-10-23 12:26:16,5,2021-10-23 06:56:16,
83,8cd795bd-33ce-11ec-9b1d-002590fd1374,,1534.0,140.0,1,,1,2021-10-23 12:27:48,5,2021-10-23 06:57:48,
84,68556f6f-33f9-11ec-9b1d-002590fd1374,,1589.0,790.0,1,,1,2021-10-23 17:34:34,5,2021-10-23 12:04:34,
85,d0d6d941-3493-11ec-9b1d-002590fd1374,,1689.0,3770.0,1,,1,2021-10-24 11:59:51,4,2021-10-24 06:29:51,
86,2a2dfed5-362d-11ec-9b1d-002590fd1374,,1765.0,2037.0,1,,1,2021-10-26 12:50:01,5,2021-10-26 07:20:01,
87,0853bc1b-3708-11ec-9b1d-002590fd1374,,1811.0,900.0,1,,1,2021-10-27 14:56:43,5,2021-10-27 09:26:43,
88,58448591-37b0-11ec-9b1d-002590fd1374,,1833.0,2200.0,1,,1,2021-10-28 11:01:31,5,2021-10-28 05:31:31,
89,7e0201ae-37b0-11ec-9b1d-002590fd1374,,1835.0,2180.0,1,,1,2021-10-28 11:02:34,5,2021-10-28 05:32:34,
90,aec9f968-37b0-11ec-9b1d-002590fd1374,,1838.0,2800.0,1,,1,2021-10-28 11:03:56,5,2021-10-28 05:33:56,
91,f7f10030-37b1-11ec-9b1d-002590fd1374,,1839.0,2800.0,1,,1,2021-10-28 11:13:08,5,2021-10-28 05:43:08,
92,08699e09-37b2-11ec-9b1d-002590fd1374,,1841.0,2800.0,1,,1,2021-10-28 11:13:36,5,2021-10-28 05:43:36,
93,233ef1f8-37b2-11ec-9b1d-002590fd1374,,1840.0,2800.0,1,,1,2021-10-28 11:14:21,5,2021-10-28 05:44:21,
94,4ad8a7f2-37b2-11ec-9b1d-002590fd1374,,1842.0,2180.0,1,,1,2021-10-28 11:15:28,5,2021-10-28 05:45:28,
95,5798bb20-37b2-11ec-9b1d-002590fd1374,,1843.0,2800.0,1,,1,2021-10-28 11:15:49,5,2021-10-28 05:45:49,
96,7876c5f7-37b2-11ec-9b1d-002590fd1374,,1844.0,2180.0,1,,1,2021-10-28 11:16:44,5,2021-10-28 05:46:44,
97,aa08d3df-37b2-11ec-9b1d-002590fd1374,,1845.0,2180.0,1,,1,2021-10-28 11:18:07,5,2021-10-28 05:48:07,
98,b437f2c2-37b2-11ec-9b1d-002590fd1374,,1846.0,2800.0,1,,1,2021-10-28 11:18:24,5,2021-10-28 05:48:24,
99,d53d04ea-37b2-11ec-9b1d-002590fd1374,,1847.0,2180.0,1,,1,2021-10-28 11:19:20,5,2021-10-28 05:49:20,
100,f7f3d1dd-37dd-11ec-9b1d-002590fd1374,,1724.0,540.0,1,,1,2021-10-28 16:28:05,5,2021-10-28 10:58:05,
101,dae9235c-3872-11ec-9b1d-002590fd1374,,1812.0,1480.0,1,,1,2021-10-29 10:13:51,5,2021-10-29 04:43:51,
102,94be6455-392f-11ec-9b1d-002590fd1374,,1930.0,1650.0,1,,1,2021-10-30 08:44:47,5,2021-10-30 03:14:47,
103,0fdcafab-393b-11ec-9b1d-002590fd1374,,1942.0,220.0,1,,1,2021-10-30 10:06:57,5,2021-10-30 04:36:57,
104,69cc2c0a-3942-11ec-9b1d-002590fd1374,,1946.0,2500.0,1,,1,2021-10-30 10:59:35,5,2021-10-30 05:29:35,
105,60cf7f85-396e-11ec-9b1d-002590fd1374,,1963.0,65.0,1,,1,2021-10-30 16:14:17,5,2021-10-30 10:44:17,
106,efab440f-3a08-11ec-9b1d-002590fd1374,,1960.0,11520.0,1,,1,2021-10-31 10:40:38,5,2021-10-31 05:10:38,
107,b99f9307-3a0a-11ec-9b1d-002590fd1374,,1918.0,600.0,1,,1,2021-10-31 10:53:26,5,2021-10-31 05:23:26,
108,75c8e75a-3ac6-11ec-9b1d-002590fd1374,,652.0,2880.0,1,,1,2021-11-01 09:17:15,5,2021-11-01 03:47:15,
109,442ccb44-3bd1-11ec-9b1d-002590fd1374,589.0,,42560.0,0,,1,2021-11-02 17:07:06,5,2021-11-02 11:37:06,
110,7b837f51-3bd2-11ec-9b1d-002590fd1374,590.0,,1386.24,0,,1,2021-11-02 17:15:48,5,2021-11-02 11:45:48,
111,bbbce58a-3c5d-11ec-9b1d-002590fd1374,589.0,,43850.0,0,,1,2021-11-03 09:52:34,5,2021-11-03 04:22:34,
112,2f9c560c-3c5e-11ec-9b1d-002590fd1374,591.0,,42560.0,0,,1,2021-11-03 09:55:49,5,2021-11-03 04:25:49,
113,6e96fbe8-3c7e-11ec-9b1d-002590fd1374,,1944.0,2400.0,1,,1,2021-11-03 13:46:38,5,2021-11-03 08:16:38,
114,44c7856c-3c82-11ec-9b1d-002590fd1374,,2081.0,657.0,1,,1,2021-11-03 14:14:06,5,2021-11-03 08:44:06,
115,f6d1d219-3d1f-11ec-9b1d-002590fd1374,,2029.0,1160.0,1,,1,2021-11-04 09:02:54,5,2021-11-04 03:32:54,
116,043f64c3-3d3d-11ec-9b1d-002590fd1374,,2152.0,8320.0,1,,1,2021-11-04 12:30:52,5,2021-11-04 07:00:52,
117,0ee42075-3f7e-11ec-9b1d-002590fd1374,,2204.0,4600.0,1,,1,2021-11-07 09:21:25,5,2021-11-07 03:51:25,
118,4388bb13-3f9f-11ec-9b1d-002590fd1374,,2226.0,350.0,1,,1,2021-11-07 13:19:06,5,2021-11-07 07:49:06,
119,42468932-411a-11ec-9fd6-002590fd1374,,2272.0,19760.0,1,,1,2021-11-09 10:32:37,5,2021-11-09 05:02:37,
120,0d70790c-413c-11ec-9fd6-002590fd1374,,2284.0,900.0,1,,1,2021-11-09 14:34:31,5,2021-11-09 09:04:31,
121,e44feced-41e6-11ec-9fd6-002590fd1374,,2321.0,240.0,1,,1,2021-11-10 10:57:25,5,2021-11-10 05:27:25,
122,11c5433c-41e7-11ec-9fd6-002590fd1374,,2322.0,400.0,1,,1,2021-11-10 10:58:41,5,2021-11-10 05:28:41,
123,fddcc33e-42c7-11ec-9fd6-002590fd1374,,2363.0,60000.0,1,,1,2021-11-11 13:48:43,5,2021-11-11 08:18:43,
124,3d5f7818-43a6-11ec-9fd6-002590fd1374,,2364.0,1360.0,1,,1,2021-11-12 16:19:35,5,2021-11-12 10:49:35,
125,bcb0e523-4473-11ec-9fd6-002590fd1374,,2436.0,4200.0,1,,1,2021-11-13 16:50:35,5,2021-11-13 11:20:35,
126,106dca14-4500-11ec-9fd6-002590fd1374,651.0,,18000.0,0,,1,2021-11-14 09:35:03,5,2021-11-14 04:05:03,
127,49090522-4612-11ec-9fd6-002590fd1374,,2523.0,220.0,1,,1,2021-11-15 18:17:57,4,2021-11-15 12:47:57,
128,7981e1ef-469d-11ec-9fd6-002590fd1374,,2539.0,490.0,1,,1,2021-11-16 10:54:17,5,2021-11-16 05:24:17,
129,12bb97ab-46dc-11ec-9fd6-002590fd1374,,2565.0,1100.0,1,,1,2021-11-16 18:22:23,5,2021-11-16 12:52:23,
130,48c4c918-477e-11ec-9fd6-002590fd1374,323.0,,17749.2,0,,1,2021-11-17 13:43:31,5,2021-11-17 08:13:31,
131,57ce8b04-477f-11ec-9fd6-002590fd1374,322.0,,77370.33,0,,1,2021-11-17 13:51:05,5,2021-11-17 08:21:05,
132,78407c31-477f-11ec-9fd6-002590fd1374,321.0,,12633.7,0,,1,2021-11-17 13:52:00,5,2021-11-17 08:22:00,
133,a8d2826c-477f-11ec-9fd6-002590fd1374,314.0,,43953.48,0,,1,2021-11-17 13:53:21,5,2021-11-17 08:23:21,
134,f3c91e36-477f-11ec-9fd6-002590fd1374,313.0,,17411.16,0,,1,2021-11-17 13:55:27,5,2021-11-17 08:25:27,
135,913bf786-4780-11ec-9fd6-002590fd1374,312.0,,14442.4,0,,1,2021-11-17 13:59:51,5,2021-11-17 08:29:51,
136,e6fd0706-478c-11ec-9fd6-002590fd1374,,2598.0,100.0,1,,1,2021-11-17 15:28:10,5,2021-11-17 09:58:10,
137,2261b25e-48f2-11ec-9fd6-002590fd1374,,1525.0,600.0,1,,1,2021-11-19 10:05:16,5,2021-11-19 04:35:16,
138,40d00c17-48fa-11ec-9fd6-002590fd1374,,2587.0,560.0,0,,1,2021-11-19 11:03:23,5,2021-11-19 05:33:23,
139,f1d108c7-48fd-11ec-9fd6-002590fd1374,,2631.0,60.0,1,,1,2021-11-19 11:29:48,5,2021-11-19 05:59:48,
140,b34263af-4909-11ec-9fd6-002590fd1374,,2638.0,465.0,1,,1,2021-11-19 12:53:57,5,2021-11-19 07:23:57,
141,2ef01f42-4922-11ec-9fd6-002590fd1374,,2658.0,120.0,1,,1,2021-11-19 15:49:12,5,2021-11-19 10:19:12,
142,962e154f-49ee-11ec-9fd6-002590fd1374,,2698.0,8200.0,1,,1,2021-11-20 16:12:21,5,2021-11-20 10:42:21,
143,9b64c19c-4a8d-11ec-9fd6-002590fd1374,,2724.0,700.0,1,,1,2021-11-21 11:10:39,5,2021-11-21 05:40:39,
144,536b257b-4b45-11ec-9fd6-002590fd1374,,2725.0,1560.0,1,,1,2021-11-22 09:05:44,5,2021-11-22 03:35:44,
145,fd24816f-4b48-11ec-9fd6-002590fd1374,,2704.0,1200.0,1,,1,2021-11-22 09:31:57,5,2021-11-22 04:01:57,
146,42a31de8-4b52-11ec-9fd6-002590fd1374,,2751.0,1.0,1,,1,2021-11-22 10:38:19,5,2021-11-22 05:08:19,
147,8ff717f8-4b7a-11ec-9fd6-002590fd1374,,2777.0,600.0,0,,1,2021-11-22 15:26:49,5,2021-11-22 09:56:49,
148,47d08972-4b91-11ec-9fd6-002590fd1374,,2777.0,3400.0,1,,1,2021-11-22 18:09:25,5,2021-11-22 12:39:25,
149,813c7513-4b94-11ec-9fd6-002590fd1374,,2778.0,600.0,1,,1,2021-11-22 18:32:30,5,2021-11-22 13:02:30,
150,58bf9c98-4c5c-11ec-9fd6-002590fd1374,705.0,,39000.0,0,,1,2021-11-23 18:23:00,5,2021-11-23 12:53:00,
151,f1e47854-4d1f-11ec-9fd6-002590fd1374,,2851.0,3400.0,1,,1,2021-11-24 17:43:07,5,2021-11-24 12:13:07,
152,6f86a393-4dc9-11ec-92e9-002590fd1374,,2909.0,180.0,1,,1,2021-11-25 13:56:48,5,2021-11-25 08:26:48,
153,66b08c5b-4f5f-11ec-92e9-002590fd1374,,3013.0,100.0,1,,1,2021-11-27 14:22:47,5,2021-11-27 08:52:47,
154,95d91f6f-4f61-11ec-92e9-002590fd1374,,3024.0,1060.0,1,,1,2021-11-27 14:38:24,5,2021-11-27 09:08:24,
155,5a02b11a-4f85-11ec-92e9-002590fd1374,,3050.0,320.0,1,,1,2021-11-27 18:54:26,5,2021-11-27 13:24:26,
156,4acec32a-5009-11ec-92e9-002590fd1374,,3043.0,460.0,1,,1,2021-11-28 10:38:52,5,2021-11-28 05:08:52,
157,40c2cf96-501f-11ec-92e9-002590fd1374,,3013.0,540.0,1,,1,2021-11-28 13:16:04,5,2021-11-28 07:46:04,
158,fb32dff7-510c-11ec-92e9-002590fd1374,,3159.0,50.0,1,,1,2021-11-29 17:37:46,5,2021-11-29 12:07:46,
159,e8afbe65-5111-11ec-92e9-002590fd1374,,3163.0,550.0,1,,1,2021-11-29 18:13:02,5,2021-11-29 12:43:02,
160,e038dd1f-529d-11ec-92e9-002590fd1374,,3008.0,1200.0,1,,1,2021-12-01 17:27:26,5,2021-12-01 11:57:26,
161,37d4b12b-532d-11ec-92e9-002590fd1374,,3258.0,35.0,1,,1,2021-12-02 10:33:29,5,2021-12-02 05:03:29,
162,37684f69-533d-11ec-92e9-002590fd1374,,3268.0,11160.0,1,,1,2021-12-02 12:28:00,5,2021-12-02 06:58:00,
163,62bda6a9-533d-11ec-92e9-002590fd1374,,3268.0,4150.0,1,,1,2021-12-02 12:29:13,5,2021-12-02 06:59:13,
164,7d990e92-533d-11ec-92e9-002590fd1374,,3268.0,51300.0,1,,1,2021-12-02 12:29:58,5,2021-12-02 06:59:58,
165,8a1c28a8-533d-11ec-92e9-002590fd1374,,3268.0,700.0,1,,1,2021-12-02 12:30:19,5,2021-12-02 07:00:19,
166,081a32b5-5342-11ec-92e9-002590fd1374,,3268.0,8240.0,1,,1,2021-12-02 13:02:29,5,2021-12-02 07:32:29,
167,e6a12fbb-54e0-11ec-92e9-002590fd1374,,2543.0,2020.0,1,,1,2021-12-04 14:32:10,5,2021-12-04 09:02:10,
168,4d4eb55a-5655-11ec-abdf-002590fd1374,,3343.0,500.0,1,,1,2021-12-06 10:58:10,5,2021-12-06 05:28:10,
169,ae111ba3-567c-11ec-abdf-002590fd1374,,3377.0,670.0,1,,1,2021-12-06 15:40:03,5,2021-12-06 10:10:03,
170,9a317e7c-580e-11ec-abdf-002590fd1374,,3427.0,300.0,1,,1,2021-12-08 15:37:04,5,2021-12-08 10:07:04,
171,d2d74aa7-58b1-11ec-abdf-002590fd1374,,3443.0,816.0,1,,1,2021-12-09 11:05:26,5,2021-12-09 05:35:26,
172,67905a90-58c6-11ec-abdf-002590fd1374,,2532.0,3400.0,1,,1,2021-12-09 13:32:45,5,2021-12-09 08:02:45,
173,4f799fcd-5970-11ec-abdf-002590fd1374,,3486.0,40.0,1,,1,2021-12-10 09:48:57,5,2021-12-10 04:18:57,
174,1c48c3bc-59b1-11ec-abdf-002590fd1374,,3518.0,480.0,1,,1,2021-12-10 17:32:48,5,2021-12-10 12:02:48,
175,3f333c92-5a66-11ec-abdf-002590fd1374,,3546.0,480.0,1,,1,2021-12-11 15:09:24,5,2021-12-11 09:39:24,
176,644d083e-5b07-11ec-abdf-002590fd1374,,3579.0,320.0,1,,1,2021-12-12 10:22:54,5,2021-12-12 04:52:54,
177,5ca7ce17-5bda-11ec-abdf-002590fd1374,,3626.0,82.5,1,,1,2021-12-13 11:33:03,5,2021-12-13 06:03:03,
178,cb04fdf5-5bec-11ec-abdf-002590fd1374,,3501.0,200.0,1,,1,2021-12-13 13:44:59,5,2021-12-13 08:14:59,
179,9e4c60f2-5c00-11ec-abdf-002590fd1374,,3559.0,1017.5,1,,1,2021-12-13 16:06:54,5,2021-12-13 10:36:54,
180,30aeb3a5-5c0a-11ec-abdf-002590fd1374,,3615.0,380.0,1,,1,2021-12-13 17:15:24,5,2021-12-13 11:45:24,
181,18e4d478-5cae-11ec-abdf-002590fd1374,,3643.0,2950.0,1,,1,2021-12-14 12:48:40,5,2021-12-14 07:18:40,
182,9feb94ff-5d64-11ec-abdf-002590fd1374,,2801.0,400.0,1,,1,2021-12-15 10:35:14,5,2021-12-15 05:05:14,
183,e8cab18e-5d8d-11ec-abdf-002590fd1374,,3741.0,250.0,1,,1,2021-12-15 15:30:45,5,2021-12-15 10:00:45,
184,f5d584b7-5d93-11ec-abdf-002590fd1374,,3752.0,110.0,1,,1,2021-12-15 16:14:04,5,2021-12-15 10:44:04,
185,5289e3be-5e25-11ec-abdf-002590fd1374,,2975.0,1000.0,1,,1,2021-12-16 09:34:35,5,2021-12-16 04:04:35,
186,a04a69c6-5f19-11ec-abdf-002590fd1374,,3846.0,150.0,1,,1,2021-12-17 14:43:21,5,2021-12-17 09:13:21,
187,30e63e81-5f21-11ec-abdf-002590fd1374,,3660.0,1300.0,1,,1,2021-12-17 15:37:30,5,2021-12-17 10:07:30,
188,aab9f349-5f29-11ec-abdf-002590fd1374,,3758.0,313.0,1,,1,2021-12-17 16:38:10,5,2021-12-17 11:08:10,
189,40b37a8a-6080-11ec-abdf-002590fd1374,,3871.0,350.0,1,,1,2021-12-19 09:30:27,5,2021-12-19 04:00:27,
190,a6f9983e-6084-11ec-abdf-002590fd1374,,3849.0,550.0,1,,1,2021-12-19 10:01:56,5,2021-12-19 04:31:56,
191,de7f454f-6095-11ec-abdf-002590fd1374,,3885.0,274.5,1,,1,2021-12-19 12:05:11,5,2021-12-19 06:35:11,
192,edf78897-6174-11ec-abdf-002590fd1374,,3967.0,8880.0,1,,1,2021-12-20 14:41:53,5,2021-12-20 09:11:53,
