invoice_customer_payment_id,invoice_id,customer_payment_id,status,paid_amount
212,919,4585,1,3850.0
213,923,4586,1,80.0
214,924,4587,1,360.0
215,925,4588,1,13000.0
216,926,4589,1,200.0
217,928,4590,1,420.0
218,930,4591,1,800.0
219,931,4592,1,2400.0
220,932,4593,1,120.0
221,933,4594,1,950.0
222,934,4595,1,2400.0
223,935,4596,1,1071300.0
224,936,4597,1,12500.0
225,937,4598,1,600.0
226,939,4599,1,1705.0
227,940,4600,1,105.0
228,941,4601,1,1650.0
229,942,4602,1,3600.0
230,943,4603,1,1250.0
231,944,4604,1,780.0
232,945,4605,1,6500.0
233,946,4606,1,3000.0
234,947,4607,1,450.0
235,948,4608,1,2450.0
236,949,4609,1,2680.0
237,951,4610,1,27592.0
238,954,4611,1,1160.0
239,955,4612,1,180.0
240,956,4613,1,150.0
241,957,4614,1,1440.0
242,958,4615,1,80.0
243,959,4616,1,55300.0
244,960,4617,1,1140.0
245,962,4618,1,15000.0
246,966,4619,1,400.0
247,967,4620,1,7690.0
248,968,4621,1,40.0
249,969,4622,1,750.0
250,970,4623,1,22030.0
251,972,4624,1,5700.0
252,973,4625,1,401.25
253,974,4626,1,250.0
254,975,4627,1,7000.0
255,976,4628,1,700.0
256,977,4629,1,150.0
257,978,4630,1,830.0
258,979,4631,1,29950.0
259,981,4632,1,8600.0
260,982,4633,1,2800.0
261,983,4634,1,3450.0
262,984,4635,1,10372.5
263,985,4636,1,100.0
264,986,4637,1,1600.0
265,989,4638,1,450.0
266,990,4639,1,800.0
267,991,4640,1,3760.0
268,992,4641,1,680.0
269,994,4642,1,11400.0
270,995,4643,1,3850.0
271,996,4644,1,49280.0
272,997,4645,1,6400.0
273,999,4646,1,530.0
274,1000,4647,1,262.5
275,1001,4648,1,2100.0
276,1002,4649,1,40.0
277,1003,4650,1,265.0
278,1004,4651,1,305.0
279,1006,4652,1,380.0
280,1007,4653,1,350.0
281,1009,4654,1,1800.0
282,1010,4655,1,300.0
283,1012,4656,1,4035.0
284,1014,4657,1,1370.0
285,1015,4658,1,3050.0
286,1016,4659,1,240.0
287,1018,4660,1,60.0
288,1019,4661,1,3600.0
289,1020,4662,1,270.0
290,1021,4663,1,1400.0
291,1022,4664,1,1200.0
292,1023,4665,1,450.0
293,1024,4666,1,204.0
294,1025,4667,1,900.0
295,1028,4668,1,1300.0
296,1029,4669,1,2050.0
297,1031,4670,1,1880.0
298,1032,4671,1,22750.0
299,1033,4678,1,300.0
300,1013,4677,1,2160.0
301,1034,4679,1,3450.0
302,1035,4676,1,2160.0
303,1035,4675,1,2160.0
304,1035,4674,1,2160.0
305,1035,4673,1,2160.0
306,1035,4672,1,2160.0
307,1037,4680,1,350.0
308,1038,4681,1,220.0
309,1039,4682,1,3800.0
310,1040,4683,1,5896.0
311,1041,4684,1,132.0
312,1042,4685,1,6400.0
313,1043,4686,1,150.0
314,1044,4687,1,3095.0
315,1045,4688,1,180.0
316,1046,4689,1,12300.0
317,1047,4690,1,600.0
318,1048,4691,1,756.0
319,1049,4692,1,480.0
320,1050,4693,1,1850.0
321,1051,4694,1,50.0
322,1052,4695,1,1850.0
323,1053,4696,1,49.5
324,1054,4697,1,10797.75
325,1055,4698,1,7830.0
326,1056,4699,1,1150.0
327,1057,4700,1,474.275
328,1058,4701,1,1850.0
329,1059,4702,1,32800.0
330,1060,4703,1,1650.0
331,1061,4704,1,600.0
332,1062,4705,1,1750.0
333,1063,4706,1,8477.4
334,1064,4707,1,1850.0
335,1065,4708,1,250.0
336,1066,4709,1,260.0
337,1068,4710,1,180.0
338,1069,4711,1,180.0
339,1070,4712,1,5452.5
340,1071,4713,1,1305.0
341,1072,4714,1,730.0
342,1073,4715,1,750.0
343,1075,4716,1,950.0
344,1076,4717,1,450.0
345,1080,4718,1,16700.0
346,1081,4719,1,2350.0
347,1082,4720,1,850.0
348,1083,4721,1,1850.0
349,1084,4722,1,240.0
350,1092,4723,1,3400.0
351,1095,4724,1,200.0
352,1096,4725,1,3500.0
353,1097,4726,1,700.0
354,1098,4727,1,1220.0
355,1099,4728,1,2400.0
356,1100,4729,1,4121.0
357,1101,4730,1,17079.0
358,1102,4731,1,160.0
359,1103,4732,1,1500.0
360,1104,4733,1,1850.0
361,1105,4734,1,650.0
362,1106,4735,1,7304.0
363,1107,4736,1,1850.0
364,1108,4737,1,900.0
365,1109,4738,1,500.0
366,1111,4739,1,1250.0
367,1112,4740,1,2722.5
368,1113,4741,1,2400.0
369,1114,4742,1,100.0
370,1115,4743,1,200.0
371,1117,4744,1,662.75
372,1118,4745,1,150.0
373,1120,4746,1,3500.0
374,1121,4747,1,350.0
375,1124,4748,1,1250.0
376,1125,4749,1,1100.0
377,1126,4750,1,1400.0
378,1128,4751,1,400.0
379,1129,4752,1,1850.0
380,1131,4753,1,1640.0
381,1132,4754,1,2560.0
382,1133,4755,1,3950.0
383,1135,4756,1,8400.0
384,1136,4757,1,3850.0
385,1138,4758,1,400.0
386,1139,4759,1,1400.0
387,1141,4760,1,1130.0
388,1142,4761,1,450.0
389,1143,4762,1,130.0
390,1144,4763,1,40.0
391,1146,4764,1,350.0
392,1147,4765,1,20.0
393,1149,4766,1,1550.0
394,1151,4767,1,350.0
395,1153,4768,1,1950.0
396,1154,4769,1,700.0
397,1155,4770,1,825.0
398,1156,4771,1,3800.0
399,1157,4772,1,190.0
400,1158,4773,1,800.0
401,1159,4774,1,220.0
402,1163,4775,1,641.5
403,1165,4776,1,240.0
404,1166,4777,1,16800.0
405,1168,4778,1,240.0
406,1169,4779,1,920.0
407,1170,4780,1,1600.0
408,1171,4781,1,70.0
409,1172,4782,1,500.0
410,1173,4783,1,120.0
411,1174,4784,1,112.5
412,1175,4785,1,720.0
413,1176,4786,1,550.0
414,1177,4787,1,750.0
415,1178,4788,1,11470.0
416,1179,4789,1,450.0
417,1180,4790,1,99.0
418,1181,4791,1,3850.0
419,1183,4792,1,800.0
420,1184,4793,1,3850.0
421,1185,4794,1,440.0
422,1186,4795,1,4500.0
423,1188,4796,1,165.0
424,1189,4797,1,300.0
425,1190,4798,1,3735.0
426,1191,4799,1,190.0
427,1192,4800,1,1850.0
428,1193,4801,1,9500.0
429,1194,4802,1,1350.0
430,1195,4803,1,580.0
431,1196,4804,1,3850.0
432,1197,4805,1,476.0
433,1198,4806,1,880.0
434,1199,4807,1,270.0
435,1200,4808,1,200.0
436,1201,4809,1,82.5
437,1202,4810,1,3237.5
438,1203,4811,1,152.0
439,1204,4812,1,1150.0
440,1205,4813,1,200.0
441,1206,4814,1,30.0
442,1207,4815,1,700.0
443,1208,4816,1,750.0
444,1209,4817,1,400.0
445,1210,4818,1,350.0
446,1211,4819,1,247.5
447,1212,4820,1,250.0
448,1213,4821,1,7500.0
449,1214,4822,1,2610.0
450,1218,4823,1,1400.0
451,1219,4824,1,500.0
452,1220,4825,1,30.0
453,1221,4826,1,240.0
454,1222,4827,1,720.0
455,1223,4828,1,285.7
456,1224,4829,1,1850.0
457,1225,4830,1,90.0
458,1226,4831,1,2560.0
459,1227,4832,1,1600.0
460,1228,4833,1,1600.0
461,1230,4834,1,1850.0
462,1231,4835,1,740.0
463,1233,4836,1,50000.0
464,1234,4837,1,347.5
465,1235,4838,1,1500.0
466,1236,4839,1,1450.0
467,1237,4840,1,140.0
468,1238,4841,1,2000.0
469,1242,4842,1,250.0
470,1244,4843,1,250.0
471,1246,4844,1,950.0
472,1247,4845,1,770.0
473,1249,4846,1,410.0
474,1250,4847,1,1650.0
475,1252,4848,1,700.0
476,1254,4849,1,1115.5
477,1256,4850,1,740.0
478,1257,4851,1,1850.0
479,1259,4852,1,2350.0
480,1260,4853,1,500.0
481,1261,4854,1,56890.0
482,1262,4855,1,2250.0
483,1263,4856,1,550.0
484,1264,4857,1,100.0
485,1265,4858,1,545.0
486,1267,4859,1,1200.0
487,1269,4860,1,300.0
488,1270,4861,1,6800.0
489,1271,4862,1,5170.0
490,1272,4863,1,821.75
491,1273,4864,1,2000.0
492,1274,4865,1,650.0
493,1276,4866,1,5450.0
494,1277,4867,1,350.0
495,1278,4868,1,900.0
496,1279,4869,1,1450.0
497,1280,4870,1,2400.0
498,1281,4871,1,800.0
499,1282,4872,1,260.0
500,1283,4873,1,3120.0
501,1284,4874,1,965.0
502,1285,4875,1,3400.0
503,1286,4876,1,1045.0
504,1287,4877,1,299.25
505,1288,4878,1,159.0
506,1289,4879,1,1850.0
507,1291,4880,1,730.0
508,1292,4881,1,5000.0
509,1293,4882,1,300.0
510,1294,4883,1,180.0
511,1295,4884,1,23500.0
512,1296,4885,1,320.0
513,1297,4886,1,380.0
514,1298,4887,1,500.0
515,1299,4888,1,320.0
516,1300,4889,1,1850.0
517,1301,4890,1,10600.0
518,1302,4891,1,250.0
519,1303,4892,1,350.0
520,1304,4893,1,20.0
521,1305,4894,1,150.0
522,1306,4895,1,1664.8
523,1307,4896,1,1260.0
524,1309,4897,1,2780.0
525,1310,4898,1,600.0
526,1311,4899,1,6480.0
527,1312,4900,1,12100.0
528,1313,4901,1,51060.0
529,1314,4902,1,2400.0
530,1315,4903,1,180.0
531,1320,4904,1,42495.0
532,1321,4905,1,100.0
533,1322,4906,1,9680.0
534,1323,4907,1,4350.0
535,1324,4908,1,83000.0
536,1325,4909,1,1062.5
537,1326,4910,1,8300.0
538,1327,4911,1,270.0
539,1328,4912,1,25390.0
540,1329,4913,1,24120.5
541,1330,4914,1,120.0
542,1331,4915,1,13600.0
543,1332,4916,1,2500.0
544,1333,4917,1,5320.0
545,1334,4918,1,530.0
546,1336,4919,1,900.0
547,1337,4920,1,1850.0
548,1338,4921,1,4100.0
549,1340,4922,1,650.0
550,1341,4923,1,12750.0
551,1344,4924,1,10440.0
552,1345,4925,1,350.0
553,1346,4926,1,2790.0
554,1347,4927,1,350.0
555,1348,4928,1,880.0
556,1349,4929,1,1180.0
557,1351,4930,1,1300.0
558,1353,4931,1,9150.0
559,1354,4932,1,675.0
560,1355,4933,1,400.0
561,1356,4934,1,2380.0
562,1358,4935,1,120.0
563,1360,4936,1,322700.0
564,1361,4937,1,600.0
565,1363,4938,1,15175.0
566,1364,4939,1,350.0
567,1365,4940,1,160.0
568,1366,4941,1,3900.0
569,1367,4942,1,300.0
570,1368,4943,1,370.0
571,1369,4944,1,600.0
572,1370,4945,1,80.5
573,1371,4946,1,2630.0
574,1372,4947,1,300.0
575,1373,4948,1,35.0
576,1374,4949,1,25500.0
577,1375,4950,1,726.0
578,1376,4951,1,14500.0
579,1379,4952,1,200.0
580,1381,4953,1,450.0
581,1382,4954,1,240.0
582,1383,4955,1,360.0
583,1384,4956,1,100.0
584,1385,4957,1,60.0
585,1388,4958,1,950.0
586,1390,4959,1,600.0
587,1391,4960,1,380.0
588,1392,4961,1,320.0
589,1393,4962,1,2800.0
590,1394,4963,1,22200.0
591,1395,4964,1,105.0
592,1396,4965,1,890.0
593,1397,4966,1,2350.0
594,1398,4967,1,70.0
595,1399,4968,1,2800.0
596,1400,4969,1,860.0
597,1401,4970,1,445.0
598,1402,4971,1,6800.0
599,1403,4972,1,1720.0
600,1404,4973,1,2600.0
601,1405,4974,1,186.0
602,1406,4975,1,165.0
603,1407,4976,1,1320.0
604,1409,4977,1,1910.0
605,1410,4978,1,370.0
606,1411,4979,1,3726.6
607,1412,4980,1,190.0
608,1413,4981,1,40.0
609,1414,4982,1,320.0
610,1415,4983,1,7000.0
611,1416,4984,1,1730.0
612,1417,4985,1,150.0
613,1418,4986,1,240.0
614,1419,4987,1,625.0
615,1420,4988,1,172.0
616,1421,4989,1,300.0
617,1422,4990,1,900.0
618,1423,4991,1,950.0
619,1424,4992,1,7000.0
620,1425,4993,1,11350.0
621,1426,4994,1,860.0
622,1427,4995,1,1300.0
623,1428,4996,1,650.0
624,1429,4997,1,922.5
625,1430,4998,1,3500.0
626,1431,4999,1,376.6
627,1432,5000,1,5700.0
628,1433,5001,1,3150.0
629,1435,5002,1,1850.0
630,1436,5003,1,1160.0
631,1437,5004,1,850.0
632,1438,5005,1,190.0
633,1439,5006,1,190.0
634,1440,5007,1,550.0
635,1441,5008,1,250.0
636,1442,5009,1,3750.0
637,1443,5010,1,142.5
638,1444,5011,1,700.0
639,1445,5012,1,16800.0
640,1446,5013,1,1280.0
641,1447,5014,1,3900.0
642,1449,5015,1,145.0
643,1451,5016,1,630.0
644,1453,5017,1,2580.0
645,1455,5018,1,22380.0
646,1456,5019,1,350.0
647,1457,5020,1,100.0
648,1458,5021,1,550.0
649,1460,5022,1,100.0
650,1461,5023,1,500.0
651,1462,5024,1,850.0
652,1463,5025,1,1500.0
653,1465,5026,1,49.5
654,1466,5027,1,3900.0
655,1467,5028,1,1560.0
656,1468,5029,1,3800.0
657,1469,5030,1,1132.5
658,1470,5031,1,1850.0
659,1471,5032,1,2600.0
660,1472,5033,1,425.0
661,1473,5034,1,295.0
662,1474,5035,1,40.0
663,1476,5036,1,12125.0
664,1477,5037,1,150.0
665,1478,5038,1,180.0
666,1479,5039,1,660.0
667,1480,5040,1,2625.0
668,1481,5041,1,2440.0
669,1482,5042,1,300.0
670,1483,5043,1,1300.0
671,1484,5044,1,280.0
672,1485,5045,1,3800.0
673,1486,5046,1,285.0
674,1487,5047,1,4250.0
675,1488,5048,1,820.0
676,1490,5049,1,90.0
677,1492,5050,1,550.0
678,1493,5051,1,225.0
679,1494,5052,1,1850.0
680,1495,5053,1,40.0
681,1497,5054,1,1200.0
682,1499,5055,1,1300.0
683,1500,5056,1,371.5
684,1501,5057,1,660.0
685,1502,5058,1,210.0
686,1503,5059,1,280.0
687,1504,5060,1,82.5
688,1505,5061,1,82.5
689,1506,5062,1,7060.0
690,1507,5063,1,1250.0
691,1508,5064,1,900.0
692,1510,5065,1,60.0
693,1511,5066,1,380.0
694,1512,5067,1,30.0
695,1515,5068,1,500.0
696,1518,5069,1,5800.0
697,1519,5070,1,300.0
698,1521,5071,1,350.0
699,1522,5072,1,4460.0
700,1523,5073,1,580.0
701,1525,5074,1,600.0
702,1526,5075,1,550.0
703,1527,5076,1,820.0
704,1528,5077,1,180.0
705,1529,5078,1,2400.0
706,1530,5079,1,300.0
707,1531,5080,1,100.0
708,1532,5081,1,100.0
709,1534,5082,1,468.0
710,1540,5083,1,3650.0
711,1541,5084,1,180.0
712,1542,5085,1,500.0
713,1543,5086,1,9825.0
714,1544,5087,1,80.0
715,1547,5088,1,1650.0
716,1548,5089,1,2600.0
717,1549,5090,1,400.0
718,1550,5091,1,490.0
719,1551,5092,1,1830.0
720,1552,5093,1,8400.0
721,1553,5094,1,8715.0
722,1554,5095,1,150.0
723,1557,5096,1,8082.5
724,1558,5097,1,1125.0
725,1559,5098,1,4500.0
726,1560,5099,1,2700.0
727,1561,5100,1,750.0
728,1562,5101,1,350.0
729,1563,5102,1,1540.0
730,1565,5103,1,720.0
731,1566,5104,1,70.0
732,1567,5105,1,12.5
733,1568,5106,1,650.0
734,1569,5107,1,12930.0
735,1570,5108,1,1200.0
736,1571,5109,1,1250.0
737,1572,5110,1,1800.0
738,1573,5111,1,200.0
739,1574,5112,1,480.0
740,1575,5113,1,2602.0
741,1576,5114,1,120.0
742,1577,5115,1,160.0
743,1578,5116,1,80.0
744,1579,5117,1,165.0
745,1580,5118,1,30.0
746,363,5119,1,1665.0
747,366,5119,1,1300.0
748,367,5119,1,42880.0
749,374,5119,1,4600.0
750,409,5119,1,10000.0
751,410,5119,1,1650.0
752,416,5119,1,3100.0
753,419,5119,1,8000.0
754,426,5119,1,29550.0
755,444,5119,1,13030.0
756,449,5119,1,24000.0
757,452,5119,1,2300.0
758,495,5119,1,150.0
759,511,5119,1,7580.0
760,550,5119,1,380.0
761,572,5119,1,2800.0
762,596,5119,1,55925.0
763,626,5119,1,300.0
764,628,5119,1,24150.0
765,638,5119,1,2610.0
766,639,5119,1,1400.0
767,641,5119,1,2800.0
768,651,5119,1,4860.0
769,654,5119,1,134230.0
770,655,5119,1,20600.0
771,660,5119,1,18790.0
772,661,5119,1,980.0
773,664,5119,1,45000.0
774,676,5119,1,35370.0
775,1581,5120,1,1850.0
776,1582,5121,1,756.0
777,1584,5122,1,3325.0
778,1587,5123,1,450.0
779,1588,5124,1,350.0
780,1589,5125,1,820.0
781,1590,5126,1,90.0
782,1591,5127,1,993.0
783,1593,5128,1,750.0
784,1594,5129,1,380.0
785,1597,5130,1,800.0
786,1598,5131,1,21.45
787,1599,5132,1,560.0
788,1600,5133,1,465.0
789,1601,5134,1,5193.0
790,1602,5135,1,1800.0
791,1606,5136,1,500.0
792,1607,5137,1,580.0
793,1610,5138,1,1650.0
794,1611,5139,1,1850.0
795,1612,5140,1,1500.0
796,1613,5141,1,3600.0
797,1614,5142,1,550.0
798,1619,5143,1,170.0
799,1621,5144,1,4650.0
800,1622,5145,1,600.0
801,1623,5146,1,19510.0
802,1625,5147,1,2200.0
803,1626,5148,1,40.0
804,1630,5149,1,250.0
805,1631,5150,1,760.0
806,1633,5151,1,733.75
807,1634,5152,1,25000.0
808,1635,5153,1,420.0
809,1636,5154,1,733.75
810,1637,5155,1,100.0
811,1638,5156,1,2350.0
812,1639,5157,1,1180.0
813,1640,5158,1,350.0
814,1641,5159,1,165.0
815,1642,5160,1,165.0
816,1643,5161,1,985.0
817,1644,5162,1,995.0
818,1645,5163,1,60.0
819,1646,5164,1,4800.0
820,1647,5165,1,2250.0
821,1648,5166,1,50.0
822,1649,5167,1,3900.0
823,1650,5168,1,200.0
824,1651,5169,1,750.0
825,1652,5170,1,533.1
826,1654,5171,1,200.0
827,1655,5172,1,1520.0
828,1656,5173,1,600.0
829,1657,5174,1,200.0
830,1658,5175,1,2340.0
831,1659,5176,1,421.0
832,1660,5177,1,1000.0
833,1663,5178,1,190.0
834,1664,5179,1,200.0
835,1667,5180,1,1800.0
836,1669,5181,1,280.0
837,1670,5182,1,160.0
838,1671,5183,1,5905.0
839,1672,5184,1,219.0
840,1673,5185,1,125.0
841,1674,5186,1,120.0
842,1677,5187,1,450.0
843,1678,5188,1,300.0
844,1679,5189,1,6270.0
845,1680,5190,1,800.0
846,1681,5191,1,450.0
847,1682,5192,1,3840.0
848,1683,5193,1,600.0
849,1684,5194,1,160.0
850,1685,5195,1,1040.0
851,1686,5196,1,260.25
852,1687,5197,1,600.0
853,1688,5198,1,170.0
854,1689,5199,1,4530.0
855,1690,5200,1,180.0
856,1691,5201,1,6840.0
857,1694,5202,1,120.0
858,1695,5203,1,7250.0
859,1696,5204,1,66.0
860,1697,5205,1,1900.0
861,1698,5206,1,85.0
862,1699,5207,1,66.0
863,1700,5208,1,150.0
864,1701,5209,1,150.0
865,1702,5210,1,1200.0
866,1703,5211,1,500.0
867,1704,5212,1,1150.0
868,1705,5213,1,220.0
869,1706,5214,1,210.0
870,1708,5215,1,65.0
871,1709,5216,1,1850.0
872,1710,5217,1,1850.0
873,1711,5218,1,2024.0
874,1712,5219,1,400.0
875,1713,5220,1,600.0
876,1714,5221,1,2000.0
877,1716,5222,1,80.0
878,1717,5223,1,450.0
879,1718,5224,1,1650.0
880,1719,5225,1,850.08
881,1720,5226,1,1500.0
882,1721,5227,1,1850.0
883,1722,5228,1,341500.0
884,1723,5229,1,420.0
885,1724,5230,1,23217.5
886,1725,5231,1,1330.0
887,1726,5232,1,9305.0
888,1727,5233,1,39300.0
889,1728,5234,1,160.0
890,1729,5235,1,750.0
891,1730,5236,1,200.0
892,1731,5237,1,400.0
893,1732,5238,1,11300.0
894,1733,5239,1,725.0
895,1735,5240,1,420.0
896,1736,5241,1,115.0
897,1737,5242,1,300.0
898,1738,5243,1,125.0
899,1739,5244,1,260.0
900,1740,5245,1,4300.0
901,1741,5246,1,330.0
902,1742,5247,1,560.0
903,1743,5248,1,2580.0
904,1744,5249,1,1000.0
905,1745,5250,1,250.0
906,1746,5251,1,300.0
907,1747,5252,1,750.0
908,1748,5253,1,200.0
909,1749,5254,1,690.0
910,1750,5255,1,100.0
911,1752,5256,1,90.2
912,1753,5257,1,230.0
913,1754,5258,1,360.0
914,1755,5259,1,12040.0
915,1756,5260,1,270.0
916,1757,5261,1,200.0
917,1758,5262,1,150.0
918,1759,5263,1,300.0
919,1760,5264,1,1584.0
920,1761,5265,1,692.5
921,1762,5266,1,350.0
922,1763,5267,1,2400.0
923,1764,5268,1,700.0
924,1765,5269,1,2037.0
925,1766,5270,1,1962.0
926,1767,5271,1,400.0
927,1768,5272,1,1400.0
928,1769,5273,1,2100.0
929,1770,5274,1,432.0
930,1771,5275,1,260.0
931,1772,5276,1,4281.25
932,1774,5277,1,60.0
933,1775,5278,1,3600.0
934,1777,5279,1,1850.0
935,1778,5280,1,1745.0
936,1779,5281,1,850.0
937,1780,5282,1,120.0
938,1781,5283,1,360.0
939,1784,5284,1,160.0
940,1785,5285,1,251.0
941,1786,5286,1,7750.0
942,1787,5287,1,3450.0
943,1788,5288,1,130.0
944,1789,5289,1,611.375
945,1790,5290,1,120.0
946,1791,5291,1,5540.0
947,1792,5292,1,380.0
948,1793,5293,1,200.0
949,1795,5294,1,760.0
950,1796,5295,1,11800.0
951,1797,5296,1,380.0
952,1798,5297,1,330.0
953,1799,5298,1,305.0
954,1800,5299,1,1550.0
955,1804,5300,1,1850.0
956,1805,5301,1,325.0
957,1806,5302,1,400.0
958,1807,5303,1,550.0
959,1808,5304,1,3537.5
960,1810,5305,1,415.0
961,1811,5306,1,900.0
962,1812,5307,1,5540.0
963,1813,5308,1,590.0
964,1814,5309,1,60.0
965,1815,5310,1,590.0
966,1816,5311,1,80.0
967,1818,5312,1,540.0
968,1819,5313,1,2250.0
969,1820,5314,1,3640.0
970,1821,5315,1,380.0
971,1822,5316,1,5860.0
972,1823,5317,1,1130.0
973,1824,5318,1,1850.0
974,1825,5319,1,25200.0
975,1826,5320,1,875.0
976,1827,5321,1,1020.0
977,1828,5322,1,1300.0
978,1832,5323,1,2200.0
979,1833,5324,1,2200.0
980,1834,5325,1,2180.0
981,1835,5326,1,2180.0
982,1836,5327,1,450.0
