product_id,product_ref,currency_id,name,description,sku,isbn,mpn,category_id,price,cost,code,keywords,barcode,quantity,minimum_quantity,re_order_level,current_stock,rack_no,subtract_stock,image_id,status,created_at,created_user_id,updated_at,updated_user_id
39,59fe9df8-8b07-11eb-939b-002590fd1374,1,Electric Chain Saw Adapter 11.5,,CHAD,,,87.0,3000.0,2350.0,1,,,2,1,1,0,All,1,,1,2021-03-22 17:38:15,5,2022-11-03 19:15:47,5.0
40,81f58c92-8b07-11eb-939b-002590fd1374,1,Electric Chain Saw Adapter 11.5,,CHAD2,,,87.0,3000.0,2450.0,1,,,2,1,1,0,All,1,,1,2021-03-22 17:39:22,5,2022-11-03 19:16:06,5.0
41,64bcdd07-8b09-11eb-939b-002590fd1374,1,Aviaton Snips Left Asaki,,AK-0167,,,4.0,1650.0,980.0,1,,,2,1,1,0,All,1,,1,2021-03-22 17:52:52,5,2021-03-22 12:26:05,
42,d7f7ceb1-8ba7-11eb-939b-002590fd1374,1,Straight Head Circlip Plier,,re entry,,,40.0,595.0,370.0,1,,,0,1,1,0,All,1,,1,2021-03-23 12:47:04,5,2022-03-14 17:18:16,5.0
43,614f8cba-8ba8-11eb-939b-002590fd1374,1,Straight Head Circlip Plier(HCCP-011801),,990,,,40.0,595.0,370.0,1,,,2,1,2,0,All,1,,1,2021-03-23 12:50:55,5,2021-08-20 14:46:12,5.0
44,ed333973-8ba8-11eb-939b-002590fd1374,1,Wood Chisel 25MM(R/G-1),,928*,,,8.0,1260.0,760.5,1,,,0,1,3,0,P-1,1,,1,2021-03-23 12:54:50,5,2023-11-16 10:49:23,5.0
45,09e71368-8bab-11eb-939b-002590fd1374,1,Combi-Yaturu 12MM Inco,,ST-12MM,,,6.0,295.0,200.0,1,,,3,1,5,0,All,1,,1,2021-03-23 13:09:57,5,2021-07-24 10:49:17,5.0
46,2c10b5db-8bab-11eb-939b-002590fd1374,1,14mm Combination Wrinch Dbl,,985*,,,89.0,650.0,331.5,1,,,4,1,3,0,P-1,1,,1,2021-03-23 13:10:54,5,2025-02-22 09:41:13,5.0
47,5c3f37be-8bab-11eb-939b-002590fd1374,1,Comb-Yaturu 13mm ,,1257*,,,6.0,760.0,525.0,1,,,5,1,4,0,All,1,,1,2021-03-23 13:12:15,5,2025-01-08 12:16:33,5.0
48,922f533c-8bab-11eb-939b-002590fd1374,1,Combi-Yaturu 9mm ST-9MM,,1465*,,,6.0,480.0,290.0,1,,,0,1,4,0,All,1,,1,2021-03-23 13:13:45,5,2024-06-07 05:43:29,5.0
49,aa497fa0-8bab-11eb-939b-002590fd1374,1,Combi-Yaturu 16mm inco(HCSPA-161),,987,,,6.0,365.0,250.0,1,,,1,1,1,0,All,1,,1,2021-03-23 13:14:26,5,2022-06-21 09:00:49,5.0
50,bd4a5e6e-8bab-11eb-939b-002590fd1374,1,Socket Crv 17,,988*,,,100.0,480.0,240.0,1,,,5,1,1,0,All,1,,1,2021-03-23 13:14:58,5,2025-01-08 12:16:33,5.0
51,d0748c52-8bab-11eb-939b-002590fd1374,1,Combi-Yaturu 23mm( HCPA-231),,968,,,6.0,990.0,560.0,1,,,2,1,2,0,B-1,1,,1,2021-03-23 13:15:30,5,2024-05-22 08:59:40,5.0
52,088561ad-8bac-11eb-939b-002590fd1374,1,Combi-Yaturu 28mm inco(HCSPA-281),,979,,,6.0,1350.0,770.0,1,,,0,1,1,0,All,1,,1,2021-03-23 13:17:04,5,2022-01-10 03:59:57,5.0
53,21c23577-8bac-11eb-939b-002590fd1374,1,Combi-Yaturu 29mm inco(HCSPA-291),,980,,,6.0,1495.0,820.0,1,,,0,1,1,0,P-1,1,,1,2021-03-23 13:17:46,5,2023-11-06 11:54:15,5.0
54,b5e654ae-8bac-11eb-939b-002590fd1374,1,Combination (R) Wrench 13,,3293,,,89.0,920.0,570.0,1,,,0,1,1,0,P-1,1,,1,2021-03-23 13:21:55,5,2023-06-30 12:52:44,5.0
55,0167e239-8bb2-11eb-939b-002590fd1374,1,Cordless Driver Drill 12v Dongchain,,1274*,,,338.0,16500.0,11994.0,1,,,0,1,1,0,All,1,,1,2021-03-23 13:59:49,5,2024-12-03 05:27:14,5.0
56,9d95cfb9-8bb7-11eb-939b-002590fd1374,1,Submersible Pump 2Hp - INGCO,,1247*,,,10.0,75000.0,46130.0,1,,,0,1,1,0,All,1,,1,2021-03-23 14:39:59,5,2024-04-05 13:32:24,5.0
57,c91d277d-8bb8-11eb-939b-002590fd1374,1,Cotter pin(555),,1276*,,,94.0,10.0,2.87,1,,,-87,1,1,0,N-1,1,,1,2021-03-23 14:48:21,5,2025-02-06 12:08:48,5.0
58,96fff28d-8bb9-11eb-939b-002590fd1374,1,Ingco Cutoff Saw 2400W Industrial,,5074*,,,27.0,49650.0,37237.5,1,,,1,1,1,0,All,1,,1,2021-03-23 14:54:07,5,2025-01-08 12:54:46,5.0
59,20d0d43c-8bba-11eb-939b-002590fd1374,1,Ingco Jigsaw 800W JS80028,,re entry,,,4.0,7950.0,6127.0,1,,,0,1,1,0,All,1,,1,2021-03-23 14:57:58,5,2022-03-14 14:26:01,4.0
60,680b48d0-8bba-11eb-939b-002590fd1374,1,Demolition Breaker 1700w 4m Cable,,re entry,,,4.0,31500.0,26665.75,1,,,0,1,1,0,All,1,,1,2021-03-23 14:59:58,5,2022-09-15 14:52:18,5.0
61,b5011ea9-8bba-11eb-939b-002590fd1374,1,Electric Router 2200W-Old,,re entry,,,4.0,14950.0,12201.75,1,,,0,1,1,0,All,1,,1,2021-03-23 15:02:07,5,2022-03-14 14:18:34,4.0
62,1de14372-8bbb-11eb-939b-002590fd1374,1,W/Shild 10L,,1273*,,,199.0,16500.0,15000.0,1,,,0,1,1,0,All,1,,1,2021-03-23 15:05:03,5,2024-05-29 11:10:41,5.0
63,4e2b3b60-8bbb-11eb-939b-002590fd1374,1,Rotary Hammer-800w,,RGH-9028-2,,,4.0,13200.0,10616.0,1,,,1,1,1,0,All,1,,1,2021-03-23 15:06:24,5,2021-04-08 15:54:50,5.0
64,03ed20ad-8bbf-11eb-939b-002590fd1374,1,Submersible Clean Water Pump 1HP-INGCO,,1251*[SPC7508-8],,,10.0,42700.0,30423.0,1,,,2,1,1,0,All,1,16.0,1,2021-03-23 15:32:57,5,2025-03-06 09:05:59,5.0
65,1c47ad9b-8bbf-11eb-939b-002590fd1374,1,Clean Water Pump,,SPC5508-8,,,10.0,15950.0,13300.0,1,,,0,1,1,0,All,1,14.0,1,2021-03-23 15:33:38,5,2023-04-05 19:41:44,5.0
66,e1ca16f1-8bbf-11eb-939b-002590fd1374,1,Centrifugal Pump CPM-3708,,1256,,,12.0,16750.0,10212.0,1,,,0,1,1,0,All,1,,1,2021-03-23 15:39:09,5,2021-12-27 08:45:40,5.0
67,3ee76ac2-8bc0-11eb-939b-002590fd1374,1,Centrifugal Pump 1.0HP - INGCO ,,1541*[CPM-7508],,,12.0,39500.0,31171.88,1,,,3,1,1,0,All,1,11.0,1,2021-03-23 15:41:45,5,2025-03-10 07:04:18,5.0
68,9116acc8-8bc4-11eb-939b-002590fd1374,1,Deepwell Pump With Control Box,,DWP3701-30,,,13.0,25950.0,23417.0,1,,,0,1,1,0,All,1,10.0,1,2021-03-23 16:12:41,5,2021-07-24 09:59:14,5.0
69,b43c9ced-8bc4-11eb-939b-002590fd1374,1,Control Box DWP3701],,1230*,,,13.0,7750.0,4940.62,1,,,1,1,1,0,P-3,1,9.0,1,2021-03-23 16:13:40,5,2025-02-26 10:22:03,5.0
70,cfa98f86-8bc4-11eb-939b-002590fd1374,1,Deepwell Pump With Control Box,,DWP7501-30,,,13.0,36500.0,30875.0,1,,,1,1,1,0,All,1,8.0,1,2021-03-23 16:14:26,5,2021-10-04 14:24:05,5.0
71,e4960edf-8bc4-11eb-939b-002590fd1374,1,Deepwell Pump With Control Box DWP3703-30,,1236,,,13.0,42500.0,32812.0,1,,,0,1,1,0,All,1,7.0,1,2021-03-23 16:15:01,5,2022-06-04 04:26:55,5.0
72,f8dfe94f-8bc4-11eb-939b-002590fd1374,1,Deepwell Pump With Control Box DWP503-30,,1238,,,13.0,46500.0,37087.0,1,,,1,1,1,0,P-3,1,6.0,1,2021-03-23 16:15:35,5,2024-04-09 16:02:54,5.0
73,2e728e78-8bce-11eb-939b-002590fd1374,1,Ingco Wood Chisel 9MM(HWC-0809),,932,,,8.0,790.0,365.0,1,,,0,1,2,0,P-1,1,,1,2021-03-23 17:21:30,4,2024-12-31 03:49:34,5.0
74,892f0790-8bce-11eb-939b-002590fd1374,1,Box Socket 19mm-3/4,,929*,,,100.0,2850.0,1655.0,1,,,1,1,2,0,All,1,,1,2021-03-23 17:24:02,4,2025-01-08 12:54:46,5.0
75,13cb13d8-8bcf-11eb-939b-002590fd1374,1,Ingco Wire Stripping Pliers 6(HWSP-28160),,994,,,17.0,795.0,494.0,1,,,2,1,3,0,B-2,1,,1,2021-03-23 17:27:55,4,2024-05-22 16:26:59,5.0
76,617b7aa8-8bd1-11eb-939b-002590fd1374,1,Ingco Diagonal Cutting pIiers 6 160MM,,HDCP-08168,,,17.0,725.0,437.0,1,,,0,1,1,0,All,1,,1,2021-03-23 17:44:25,4,2021-05-17 04:28:38,
77,aec90ccf-8bd1-11eb-939b-002590fd1374,1,Sistan Box Pvc,,934*,,,44.0,6500.0,4700.0,1,,,2,1,2,0,N-1,1,,1,2021-03-23 17:46:34,4,2023-12-14 08:28:54,5.0
78,09b3f3d4-8bd2-11eb-939b-002590fd1374,1,Ingco Bench Vice ,,HBV-084,,,19.0,9560.0,6690.0,1,,,0,1,1,0,All,1,,1,2021-03-23 17:49:07,4,2022-12-29 10:47:54,5.0
79,5f235d29-8bd2-11eb-939b-002590fd1374,1,Ingco Combination Pliers 7x180MM(HCP-08188),,993*,,,162.0,1950.0,1152.0,1,,,1,1,10,0,N-1,1,,1,2021-03-23 17:51:30,4,2025-03-24 04:15:01,5.0
80,bcf36a38-8bd2-11eb-939b-002590fd1374,1,Steel Tape 5Mx25MM - INGCO,,1360,,,21.0,560.0,390.0,1,,,9,1,1,0,All,1,,1,2021-03-23 17:54:08,4,2025-02-20 04:56:41,5.0
81,5c66d348-8bd3-11eb-939b-002590fd1374,1,Ingco Combination Pliers 8X200MM(HCP-08208),,992,,,162.0,950.0,555.0,1,,,0,1,7,0,All,1,,1,2021-03-23 17:58:35,4,2022-07-29 16:29:25,5.0
82,aae0db06-8bd3-11eb-939b-002590fd1374,1,Ingco Snap-Off Blade Knife ,,4781*,,,235.0,560.0,372.0,1,,,10,1,1,0,All,1,,1,2021-03-23 18:00:47,4,2025-03-18 08:43:44,5.0
83,6ec173c3-8c54-11eb-939b-002590fd1374,1,Highpressure Washer 1400W,,re entry,,,23.0,13800.0,11812.0,1,,,0,1,1,0,All,1,,1,2021-03-24 09:22:29,5,2022-03-14 16:19:19,4.0
84,a5a268ce-8c56-11eb-939b-002590fd1374,1,Angle Grinder 800W 100mm -INGCO,,2872*[AG8006-28],,,3.0,12600.0,6948.75,1,,,2,1,1,0,N-1,1,,1,2021-03-24 09:38:20,5,2025-02-07 03:41:03,5.0
85,be723b0c-8c57-11eb-939b-002590fd1374,1,Air Impact Wrench 1/2,,3311,,,38.0,22000.0,14812.0,1,,,1,1,1,0,N-4,1,,1,2021-03-24 09:46:11,5,2024-01-15 10:34:40,5.0
86,d9061663-8c58-11eb-939b-002590fd1374,1,Green Power 2800W GR-3500,,1261,,,4.0,55500.0,45600.0,1,,,0,1,1,0,All,1,,1,2021-03-24 09:54:05,5,2022-03-30 16:16:04,5.0
87,99540f25-8c59-11eb-939b-002590fd1374,1, Ingco Impact Drill 650W,,1542*,,,27.0,12500.0,6000.0,1,,,0,1,1,0,All,1,,1,2021-03-24 09:59:28,5,2025-02-26 06:55:14,5.0
88,176fd304-8c62-11eb-939b-002590fd1374,1,Heat Gun HG-200028,,1275,,,28.0,4250.0,3150.0,1,,,0,1,1,0,All,1,,1,2021-03-24 11:00:16,5,2021-10-04 12:13:24,5.0
89,8e46e18e-8c62-11eb-939b-002590fd1374,1,KQYQ 6305,,5011*,,,277.0,1100.0,705.5,1,,,4,1,1,0,All,1,,1,2021-03-24 11:03:35,5,2024-08-18 09:49:07,5.0
90,832cc800-8c6b-11eb-939b-002590fd1374,1,Raino S/P Black 220,,1005*,,,219.0,260.0,180.0,1,,,-4,1,20,0,All,1,,1,2021-03-24 12:07:42,5,2025-02-14 07:21:52,5.0
91,0579f283-8c6c-11eb-939b-002590fd1374,1,Air Tire Inflating Gun ,,ATG-0601,,,4.0,1850.0,1268.0,1,,,0,1,1,0,All,1,,1,2021-03-24 12:11:21,5,2022-09-15 14:40:31,5.0
92,84e4a8db-8c6c-11eb-939b-002590fd1374,1,Washing Gun 0.75L(AWG-1001)-INGCO,,1004*,,,31.0,3950.0,2400.0,1,,,11,1,5,0,N-3,1,,1,2021-03-24 12:14:55,5,2025-01-09 06:09:58,5.0
93,1f1d6ac1-8c6d-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 1.5mm DBT-1110151,,1438,,,32.0,65.0,28.0,1,,,0,1,1,0,All,1,,1,2021-03-24 12:19:14,5,2024-03-29 05:36:18,5.0
94,5be2b9ca-8c6d-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 2.5MM(DBT-1110251),,939,,,32.0,65.0,33.0,1,,,15,1,1,0,All,1,,1,2021-03-24 12:20:55,5,2022-05-07 09:47:02,5.0
95,d1f84390-8c6d-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 3.5mm DBT-1110351,,1436,,,32.0,115.0,61.0,1,,,13,1,1,0,All,1,,1,2021-03-24 12:24:14,5,2021-10-11 03:51:44,5.0
96,35afab2d-8c6e-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 4.5mm DBT-1110451,,1437,,,32.0,175.0,85.0,1,,,2,1,1,0,N-2,1,,1,2021-03-24 12:27:01,5,2025-01-04 05:33:11,5.0
97,ef6fac00-8c6e-11eb-939b-002590fd1374,1,HSS Drill Bit 13 Pcs Set,,938*,,,32.0,2250.0,1650.0,1,,,0,1,1,0,N-2,1,,1,2021-03-24 12:32:12,5,2025-03-11 12:32:10,5.0
98,2bd43033-8c6f-11eb-939b-002590fd1374,1,Drill Bit 7x110,,945*,,,32.0,390.0,260.0,1,,,1,1,4,0,N-1,1,,1,2021-03-24 12:33:54,5,2024-12-26 04:50:29,5.0
99,683ddc86-8c6f-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 6.5mm(DBT-1110651),,947*,,,32.0,790.0,480.0,1,,,0,1,3,0,N-1,1,,1,2021-03-24 12:35:35,5,2023-09-17 04:16:52,5.0
100,8dc78cd6-8c6f-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 7mm(DBT-1110701),,946*,,,32.0,890.0,528.0,1,,,2,1,4,0,N-1,1,,1,2021-03-24 12:36:38,5,2023-09-19 12:05:09,5.0
101,b9b85459-8c6f-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 7.5mm(DBT-1110751),,948*,,,32.0,990.0,624.0,1,,,2,1,4,0,N-1,1,,1,2021-03-24 12:37:52,5,2025-01-18 05:38:45,5.0
102,15b6812f-8c70-11eb-939b-002590fd1374,1, Drill Bit BITS-8X210mm,,949*,,,32.0,667.0,400.2,1,,,3,1,1,0,All,1,,1,2021-03-24 12:40:26,5,2024-12-03 08:46:10,5.0
103,a2bc24d0-8c70-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 10mm(DBT-1111001),,950*,,,32.0,1650.0,720.0,1,,,6,1,2,0,L-4,1,,1,2021-03-24 12:44:23,5,2024-11-21 05:49:00,5.0
104,13c80fee-8c71-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 11.0mm (DBT-1111101),,951*,,,32.0,2450.0,1425.0,1,,,4,1,3,0,A-3,1,,1,2021-03-24 12:47:32,5,2024-10-18 10:12:45,5.0
105,6811f498-8c71-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 11.5mm(DBT-1111151),,952*,,,32.0,2950.0,1200.0,1,,,3,1,2,0,N-1,1,,1,2021-03-24 12:49:54,5,2024-10-18 10:12:45,5.0
106,f0ccd90d-8c71-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 12mm(DBT-1111201),,953*,,,32.0,2460.0,2016.0,1,,,1,1,2,0,N-1,1,,1,2021-03-24 12:53:43,5,2024-08-14 12:05:11,5.0
107,1882185a-8c72-11eb-939b-002590fd1374,1,HSS Drill Bit,,954*,,,32.0,220.0,104.5,1,,,-3,1,1,0,All,1,,1,2021-03-24 12:54:50,5,2025-02-13 03:42:07,5.0
108,3bcb2846-8c72-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 13.0mm(DBT-1111301),,955*,,,32.0,3450.0,1640.0,1,,,1,1,2,0,All,1,,1,2021-03-24 12:55:49,5,2024-11-25 08:17:15,5.0
109,6228ffb0-8c72-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 16mm(DBT-1111601),,956*,,,32.0,4650.0,4224.0,1,,,0,1,2,0,N-1,1,,1,2021-03-24 12:56:53,5,2024-02-08 10:52:46,5.0
110,b52ecd10-8c72-11eb-939b-002590fd1374,1,Wet Diamond Disc 115(4-1/2)X22.2mm(DMD-02115)1,,963,,,35.0,725.0,394.0,1,,,2,1,4,0,N-1,1,,1,2021-03-24 12:59:13,5,2024-05-19 03:09:10,5.0
111,f9a760d0-8c72-11eb-939b-002590fd1374,1,Tool Box 495X200X290mm,,HTB-02,,,33.0,5950.0,4850.0,1,,,0,1,1,0,All,1,,1,2021-03-24 13:01:07,5,2021-08-17 03:28:39,5.0
112,55be0db9-8c73-11eb-939b-002590fd1374,1,Weldin Holder 500A Samson,,1006*,,,209.0,1250.0,652.5,1,,,2,1,3,0,All,1,,1,2021-03-24 13:03:42,5,2024-12-08 05:48:28,5.0
113,85b32a1a-8c74-11eb-939b-002590fd1374,1,Abrasive Metal Cutting Disc Set 105mm(MCD121001-1),,967*,,,35.0,120.0,60.0,1,,,109,1,16,0,All,1,,1,2021-03-24 13:12:12,5,2022-06-01 05:27:16,5.0
114,18ef32ef-8c75-11eb-939b-002590fd1374,1,Abrasive Metal Cutting Disc Set 115mm(MCD-121155),,966*,,,35.0,150.0,80.0,1,,,3,1,16,0,O,1,,1,2021-03-24 13:16:19,5,2023-06-20 04:44:41,5.0
115,42cfae79-8c75-11eb-939b-002590fd1374,1,M2 HSS Drill Bit 2.0mm (DBT-1110201),,1439*,,,32.0,180.0,79.2,1,,,-2,1,10,0,A-3,1,,1,2021-03-24 13:17:29,5,2024-05-14 05:56:16,5.0
