supplier_invoice_id,supplier_invoice_ref,supplier_id,invoice_no,invoice_date,discount,invoice_total,return_total,paid_amount,product_count,payment_type_id,payment_status_id,status,created_at,created_user_id,updated_at,updated_user_id
35,5eaeea2e-8d3c-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,720.0,0.0,720.0,1,3,3,1,2021-03-25 13:02:44,5,2021-05-08 09:36:55,
36,ee61ace5-8d3c-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1440.0,0.0,1440.0,1,3,3,1,2021-03-25 13:06:45,5,2021-05-08 09:36:46,
37,135d5a92-8d3d-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,2600.0,0.0,2600.0,1,3,3,1,2021-03-25 13:07:47,5,2021-05-08 09:36:40,
38,4093dadc-8d3d-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1520.0,0.0,1520.0,1,3,3,1,2021-03-25 13:09:03,5,2021-05-08 09:36:31,
39,73751efd-8d3d-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,3300.0,0.0,3300.0,1,3,3,1,2021-03-25 13:10:28,5,2021-05-08 09:36:24,
40,e8a74f14-8d3d-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,885.0,0.0,885.0,1,3,3,1,2021-03-25 13:13:45,5,2021-05-08 09:36:15,
41,10320f4c-8d3e-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1475.0,0.0,1475.0,1,3,3,1,2021-03-25 13:14:51,5,2021-05-08 09:36:07,
42,ee653898-8d3e-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,425.0,0.0,425.0,1,3,3,1,2021-03-25 13:21:04,5,2021-05-08 09:35:59,
43,2d7543c0-8d3f-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1350.0,0.0,1350.0,1,3,3,1,2021-03-25 13:22:50,5,2021-05-08 09:35:49,
44,bfbfd8f0-8d3f-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,675.0,0.0,675.0,1,3,3,1,2021-03-25 13:26:55,5,2021-05-08 09:35:41,
45,7c76fd32-8d40-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,600.0,0.0,600.0,1,3,3,1,2021-03-25 13:32:11,5,2021-05-08 09:35:33,
46,a8eb9a6f-8d40-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1300.0,0.0,1300.0,1,3,3,1,2021-03-25 13:33:26,5,2021-05-08 09:35:26,
47,aa7cd261-8d41-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,5280.0,0.0,5280.0,1,3,3,1,2021-03-25 13:40:38,5,2021-05-08 09:35:15,
48,f1daf901-8d41-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,3450.0,0.0,3450.0,1,3,3,1,2021-03-25 13:42:38,5,2021-05-08 09:35:05,
49,13226c21-8d42-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,2600.0,0.0,2600.0,1,3,3,1,2021-03-25 13:43:34,5,2021-05-08 09:34:57,
50,5644dbfb-8d42-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,700.0,0.0,700.0,1,3,3,1,2021-03-25 13:45:26,5,2021-05-08 09:34:45,
51,815b9f11-8d42-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1560.0,0.0,1560.0,1,3,3,1,2021-03-25 13:46:38,5,2021-05-08 09:34:35,
52,acc069cf-8d42-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1600.0,0.0,1600.0,1,3,3,1,2021-03-25 13:47:51,5,2021-05-08 09:34:22,
53,d07da505-8d42-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1640.0,0.0,1640.0,1,3,3,1,2021-03-25 13:48:51,5,2021-05-08 09:34:06,
54,66802130-8d43-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,665.0,0.0,665.0,1,3,3,1,2021-03-25 13:53:03,5,2021-05-08 09:33:31,
55,9160a641-8d43-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1050.0,0.0,1050.0,1,3,3,1,2021-03-25 13:54:15,5,2021-05-08 09:33:13,
56,f1f8dcbc-8d43-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,2265.0,0.0,2265.0,1,3,3,1,2021-03-25 13:56:57,5,2021-05-08 09:33:03,
57,129333c2-8d44-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1100.0,0.0,1100.0,1,3,3,1,2021-03-25 13:57:52,5,2021-05-08 09:32:49,
58,407a69ad-8d44-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1520.0,0.0,1520.0,1,3,3,1,2021-03-25 13:59:09,5,2021-05-08 09:32:38,
59,82d66444-8d44-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1950.0,0.0,1950.0,1,3,3,1,2021-03-25 14:01:00,5,2021-05-08 09:31:45,
60,cdbc814c-8d44-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,530.0,0.0,530.0,1,3,3,1,2021-03-25 14:03:06,5,2021-05-08 09:31:30,
61,f06c6213-8d44-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,330.0,0.0,330.0,1,3,3,1,2021-03-25 14:04:04,5,2021-05-08 09:31:21,
62,2c7b6ea3-8d45-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,965.0,0.0,965.0,1,3,3,1,2021-03-25 14:05:45,5,2021-05-08 09:31:06,
63,56b0727e-8d45-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,3450.0,0.0,3450.0,1,3,3,1,2021-03-25 14:06:55,5,2021-05-08 09:29:49,
64,e813ca71-8d47-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,710.0,0.0,710.0,1,3,3,1,2021-03-25 14:25:18,5,2021-05-08 09:29:40,
65,c8bd0b0f-8d48-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1260.0,0.0,1260.0,1,3,3,1,2021-03-25 14:31:35,5,2021-05-08 09:29:26,
66,1b984a9d-8d49-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,415.0,0.0,415.0,1,3,3,1,2021-03-25 14:33:54,5,2021-05-08 09:29:18,
67,a9f5d141-8d49-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1150.0,0.0,1150.0,1,3,3,1,2021-03-25 14:37:53,5,2021-05-08 09:29:01,
68,d04eb398-8d49-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1180.0,0.0,1180.0,1,3,3,1,2021-03-25 14:38:57,5,2021-05-08 09:28:53,
69,fb134b93-8d49-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,6500.0,0.0,6500.0,1,3,3,1,2021-03-25 14:40:09,5,2021-05-08 09:28:23,
70,2eb73b0a-8d4a-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,720.0,0.0,720.0,1,3,3,1,2021-03-25 14:41:36,5,2021-05-08 09:28:09,
71,4aee82d7-8d4a-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1280.0,0.0,1280.0,1,3,3,1,2021-03-25 14:42:23,5,2021-05-08 09:27:42,
72,69aa542b-8d4a-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,700.0,0.0,700.0,1,3,3,1,2021-03-25 14:43:15,5,2021-05-08 09:27:32,
73,8f16b5fa-8d4a-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,790.0,0.0,790.0,1,3,3,1,2021-03-25 14:44:17,5,2021-05-08 09:26:54,
74,a6c790d8-8d4a-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,2345.0,0.0,2345.0,1,3,3,1,2021-03-25 14:44:57,5,2021-05-08 09:26:30,
75,c547ce98-8d4a-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1185.0,0.0,1185.0,1,3,3,1,2021-03-25 14:45:48,5,2021-05-08 09:26:21,
76,e2c521d6-8d4a-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1275.0,0.0,1275.0,1,3,3,1,2021-03-25 14:46:38,5,2021-05-08 09:26:07,
77,2704ebf8-8d4b-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,780.0,0.0,780.0,1,3,3,1,2021-03-25 14:48:32,5,2021-05-08 09:25:59,
78,43ff218c-8d4b-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,360.0,0.0,360.0,1,3,3,1,2021-03-25 14:49:21,5,2021-05-08 09:25:50,
79,650bcb47-8d4b-11eb-939b-002590fd1374,1,,2021-03-25,0.0,2380.0,0.0,2380.0,1,3,3,1,2021-03-25 14:50:16,5,2021-05-08 09:25:43,
80,833690d9-8d4b-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,510.0,0.0,510.0,1,3,3,1,2021-03-25 14:51:07,5,2021-05-08 09:25:34,
81,9f91ccec-8d4b-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,640.0,0.0,640.0,1,3,3,1,2021-03-25 14:51:55,5,2021-05-08 09:25:27,
82,302d19ea-8d4c-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1400.0,0.0,1400.0,1,3,3,1,2021-03-25 14:55:57,5,2021-05-08 09:25:19,
83,5949ad9c-8d4c-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,900.0,0.0,900.0,1,3,3,1,2021-03-25 14:57:06,5,2021-05-08 09:24:52,
84,79173e33-8d4c-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,440.0,0.0,440.0,1,3,3,1,2021-03-25 14:58:00,5,2021-05-08 09:24:43,
85,a087afb9-8d4c-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,290.0,0.0,290.0,1,3,3,1,2021-03-25 14:59:06,5,2021-05-08 09:24:35,
86,bd0e50ce-8d4c-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,500.0,0.0,500.0,1,3,3,1,2021-03-25 14:59:54,5,2021-05-08 09:24:26,
87,dc5c40fc-8d4c-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1225.0,0.0,1225.0,1,3,3,1,2021-03-25 15:00:46,5,2021-05-08 09:24:16,
88,edabc699-8d4f-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,160.0,0.0,160.0,1,3,3,1,2021-03-25 15:22:44,5,2021-05-08 09:24:00,
89,4a118871-8d50-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,780.0,0.0,780.0,1,3,3,1,2021-03-25 15:25:19,5,2021-05-08 09:23:51,
90,735dfa11-8d50-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,675.0,0.0,675.0,1,3,3,1,2021-03-25 15:26:28,5,2021-05-08 09:23:40,
91,a39eb6c5-8d50-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1540.0,0.0,1540.0,1,3,3,1,2021-03-25 15:27:49,5,2021-05-08 09:23:17,
92,bbb0f5b5-8d50-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,280.0,0.0,280.0,1,3,3,1,2021-03-25 15:28:29,5,2021-05-08 09:23:03,
93,dbe962cf-8d50-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,425.0,0.0,425.0,1,3,3,1,2021-03-25 15:29:23,5,2021-05-08 09:22:55,
94,f164935b-8d50-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,930.0,0.0,930.0,1,3,3,1,2021-03-25 15:29:59,5,2021-05-08 09:22:48,
95,2699ba67-8d51-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,540.0,0.0,540.0,1,3,3,1,2021-03-25 15:31:29,5,2021-05-08 09:22:33,
96,47e3f5a1-8d51-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,80.0,0.0,80.0,1,3,3,1,2021-03-25 15:32:25,5,2021-05-08 09:22:22,
97,77a5de7f-8d51-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,3390.0,0.0,3390.0,1,3,3,1,2021-03-25 15:33:45,5,2021-05-08 09:22:13,
98,4750a5f8-8d53-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1950.0,0.0,1950.0,1,3,3,1,2021-03-25 15:46:43,5,2021-05-08 09:22:04,
99,b4b62f3d-8d53-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,2250.0,0.0,2250.0,1,3,3,1,2021-03-25 15:49:46,5,2021-05-08 09:21:55,
100,dbc5580e-8d53-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1950.0,0.0,1950.0,1,3,3,1,2021-03-25 15:50:52,5,2021-05-08 09:21:46,
101,065901ad-8d54-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,2350.0,0.0,2350.0,1,3,3,1,2021-03-25 15:52:03,5,2021-05-08 09:21:34,
102,2b6cb37f-8d54-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,3480.0,0.0,3480.0,1,3,3,1,2021-03-25 15:53:05,5,2021-05-08 09:21:26,
103,65ca40f2-8d54-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,6355.0,0.0,6355.0,1,3,3,1,2021-03-25 15:54:43,5,2021-05-08 09:21:13,
104,aa8b959f-8d54-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,4570.0,0.0,4570.0,1,3,3,1,2021-03-25 15:56:39,5,2021-05-08 09:21:02,
105,cc870c6b-8d54-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,6500.0,0.0,6500.0,1,3,3,1,2021-03-25 15:57:36,5,2021-05-08 09:20:53,
106,fa6b9eac-8d54-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,560.0,0.0,560.0,1,3,3,1,2021-03-25 15:58:53,5,2021-05-08 09:20:45,
107,2bec9466-8d55-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,750.0,0.0,750.0,1,3,3,1,2021-03-25 16:00:16,5,2021-05-08 09:20:26,
108,54a6de7f-8d55-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1820.0,0.0,1820.0,1,3,3,1,2021-03-25 16:01:24,5,2021-05-08 09:20:18,
109,7dec0a5d-8d55-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,890.0,0.0,890.0,1,3,3,1,2021-03-25 16:02:33,5,2021-05-08 09:19:52,
110,9ff1140f-8d55-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,910.0,0.0,910.0,1,3,3,1,2021-03-25 16:03:30,5,2021-05-08 09:19:41,
111,c3243997-8d55-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,2900.0,0.0,2900.0,1,3,3,1,2021-03-25 16:04:29,5,2021-05-08 09:19:31,
112,f6bf5501-8d55-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,995.0,0.0,995.0,1,3,3,1,2021-03-25 16:05:56,5,2021-05-08 09:16:58,
113,a401e608-8d57-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,875.0,0.0,875.0,1,3,3,1,2021-03-25 16:17:56,5,2021-05-08 09:16:28,
114,ef685d51-8d57-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,3750.0,0.0,3750.0,1,3,3,1,2021-03-25 16:20:03,5,2021-05-08 09:16:11,
115,6364f2f7-8d58-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,700.0,0.0,700.0,1,3,3,1,2021-03-25 16:23:17,5,2021-05-08 09:16:02,
116,a588e837-8d58-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,450.0,0.0,450.0,1,3,3,1,2021-03-25 16:25:08,5,2021-05-08 09:15:22,
117,19616352-8d59-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,2250.0,0.0,2250.0,1,3,3,1,2021-03-25 16:28:22,5,2021-05-08 09:14:27,
118,b6e8360c-8d59-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,4350.0,0.0,4350.0,1,3,3,1,2021-03-25 16:32:47,5,2021-05-08 09:14:10,
119,232d213f-8d5a-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,650.0,0.0,650.0,1,3,3,1,2021-03-25 16:35:49,5,2021-05-08 09:10:53,
120,480bef8d-8d5a-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1560.0,0.0,1560.0,1,3,3,1,2021-03-25 16:36:50,5,2021-05-08 09:10:20,
121,b5ed9564-8d5a-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,3250.0,0.0,3250.0,1,3,3,1,2021-03-25 16:39:55,5,2021-05-08 09:09:01,
122,1e96d41b-8d5b-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1700.0,0.0,1700.0,1,3,3,1,2021-03-25 16:42:50,5,2021-05-08 09:08:22,
123,df47451e-8d5b-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1350.0,0.0,1350.0,1,3,3,1,2021-03-25 16:48:14,5,2021-05-08 09:08:12,
124,152797ee-8d5c-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1350.0,0.0,1350.0,1,3,3,1,2021-03-25 16:49:44,5,2021-05-08 09:04:49,
125,18fffec5-8d60-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,480.0,0.0,480.0,1,3,3,1,2021-03-25 17:18:28,5,2021-05-08 09:04:30,
126,4202fdd8-8d60-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1860.0,0.0,1860.0,1,3,3,1,2021-03-25 17:19:37,5,2021-05-08 09:04:18,
127,6e777ece-8d60-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1950.0,0.0,1950.0,1,3,3,1,2021-03-25 17:20:52,5,2021-05-08 09:03:10,
128,92d3fdb8-8d60-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,875.0,0.0,875.0,1,3,3,1,2021-03-25 17:21:53,5,2021-05-08 09:02:57,
129,ebd3ab63-8d60-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,350.0,0.0,350.0,1,3,3,1,2021-03-25 17:24:22,5,2021-05-08 09:02:31,
130,1e01ab64-8d61-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,3975.0,0.0,3975.0,1,3,3,1,2021-03-25 17:25:46,5,2021-05-08 09:01:37,
131,3b409a7a-8d61-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,775.0,0.0,775.0,1,3,3,1,2021-03-25 17:26:35,5,2021-05-08 08:58:49,
132,744f5f60-8d61-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,350.0,0.0,350.0,1,3,3,1,2021-03-25 17:28:11,5,2021-05-08 08:58:25,
133,96a993d1-8d61-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,130.0,0.0,130.0,1,3,3,1,2021-03-25 17:29:09,5,2021-05-08 08:57:41,
134,c1cab50d-8d61-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,3145.0,0.0,3145.0,1,3,3,1,2021-03-25 17:30:21,5,2021-05-08 08:57:24,
135,e9246b36-8d61-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,2655.0,0.0,2655.0,1,3,3,1,2021-03-25 17:31:27,5,2021-05-08 08:53:24,
136,0e5b8218-8d62-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1560.0,0.0,1560.0,1,3,3,1,2021-03-25 17:32:29,5,2021-05-08 08:53:07,
137,4779aade-8d62-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1560.0,0.0,1560.0,1,3,3,1,2021-03-25 17:34:05,5,2021-05-08 08:52:21,
138,731b0f58-8d62-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,900.0,0.0,900.0,1,3,3,1,2021-03-25 17:35:18,5,2021-05-08 08:51:48,
139,8cf6b4f5-8d62-11eb-939b-002590fd1374,1,START-001,2021-03-25,0.0,1860.0,0.0,1860.0,1,3,3,1,2021-03-25 17:36:02,5,2021-05-08 08:51:38,
140,3f9730dd-8eb1-11eb-939b-002590fd1374,1,,2021-03-27,0.0,350.0,0.0,350.0,1,3,3,1,2021-03-27 09:31:51,5,2021-05-08 08:50:33,
141,c4710a95-8eca-11eb-939b-002590fd1374,1,START-001,2021-03-27,0.0,1508.0,0.0,1508.0,1,3,3,1,2021-03-27 12:34:31,5,2021-05-08 08:50:05,
142,e62a34ab-8eca-11eb-939b-002590fd1374,1,START-001,2021-03-27,0.0,1592.0,0.0,1592.0,1,3,3,1,2021-03-27 12:35:27,5,2021-05-08 08:48:18,
143,302f3f5a-907b-11eb-939b-002590fd1374,1,,2021-03-29,0.0,4470.0,0.0,4470.0,1,3,3,1,2021-03-29 16:09:50,5,2021-05-08 08:43:10,
144,b308f46f-907b-11eb-939b-002590fd1374,1,START-001,2021-03-29,0.0,8550.0,0.0,8550.0,1,3,3,1,2021-03-29 16:13:30,5,2021-05-08 08:42:58,
145,db8e430d-907b-11eb-939b-002590fd1374,1,START-001,2021-03-29,0.0,1850.0,0.0,1850.0,1,3,3,1,2021-03-29 16:14:38,5,2021-05-08 08:41:48,
146,ba17c6bf-910b-11eb-939b-002590fd1374,1,,2021-03-30,0.0,295.0,0.0,295.0,1,3,3,1,2021-03-30 09:24:28,5,2021-05-08 08:41:36,
