supplier_payment_id,supplier_payment_ref,supplier_invoice_id,payment_date,discount_amount,paid_amount,payment_type_id,cheque_no,status,created_at,created_user_id,updated_at,updated_user_id
104,e594ac55-afde-11eb-9ec8-002590fd1374,96,2021-05-08,0.0,80.0,1,,1,2021-05-08 14:52:22,5,2021-05-08 09:22:22,
105,ec1f6d80-afde-11eb-9ec8-002590fd1374,95,2021-05-08,0.0,540.0,1,,1,2021-05-08 14:52:33,5,2021-05-08 09:22:33,
106,f53523b7-afde-11eb-9ec8-002590fd1374,94,2021-05-08,0.0,930.0,1,,1,2021-05-08 14:52:48,5,2021-05-08 09:22:48,
107,f99d1110-afde-11eb-9ec8-002590fd1374,93,2021-05-08,0.0,425.0,1,,1,2021-05-08 14:52:55,5,2021-05-08 09:22:55,
108,fe705de6-afde-11eb-9ec8-002590fd1374,92,2021-05-08,0.0,280.0,1,,1,2021-05-08 14:53:03,5,2021-05-08 09:23:03,
109,0691862d-afdf-11eb-9ec8-002590fd1374,91,2021-05-08,0.0,1540.0,1,,1,2021-05-08 14:53:17,5,2021-05-08 09:23:17,
110,14578de0-afdf-11eb-9ec8-002590fd1374,90,2021-05-08,0.0,675.0,1,,1,2021-05-08 14:53:40,5,2021-05-08 09:23:40,
111,1aed854e-afdf-11eb-9ec8-002590fd1374,89,2021-05-08,0.0,780.0,1,,1,2021-05-08 14:53:51,5,2021-05-08 09:23:51,
112,1fe2597c-afdf-11eb-9ec8-002590fd1374,88,2021-05-08,0.0,160.0,1,,1,2021-05-08 14:54:00,5,2021-05-08 09:24:00,
113,297fef85-afdf-11eb-9ec8-002590fd1374,87,2021-05-08,0.0,1225.0,1,,1,2021-05-08 14:54:16,5,2021-05-08 09:24:16,
114,2fc2eefa-afdf-11eb-9ec8-002590fd1374,86,2021-05-08,0.0,500.0,1,,1,2021-05-08 14:54:26,5,2021-05-08 09:24:26,
115,351342ad-afdf-11eb-9ec8-002590fd1374,85,2021-05-08,0.0,290.0,1,,1,2021-05-08 14:54:35,5,2021-05-08 09:24:35,
116,39ff09d7-afdf-11eb-9ec8-002590fd1374,84,2021-05-08,0.0,440.0,1,,1,2021-05-08 14:54:43,5,2021-05-08 09:24:43,
117,3f130cc0-afdf-11eb-9ec8-002590fd1374,83,2021-05-08,0.0,900.0,1,,1,2021-05-08 14:54:52,5,2021-05-08 09:24:52,
118,4f25f204-afdf-11eb-9ec8-002590fd1374,82,2021-05-08,0.0,1400.0,1,,1,2021-05-08 14:55:19,5,2021-05-08 09:25:19,
119,5403bd90-afdf-11eb-9ec8-002590fd1374,81,2021-05-08,0.0,640.0,1,,1,2021-05-08 14:55:27,5,2021-05-08 09:25:27,
120,583be5aa-afdf-11eb-9ec8-002590fd1374,80,2021-05-08,0.0,510.0,1,,1,2021-05-08 14:55:34,5,2021-05-08 09:25:34,
121,5bd7ee31-afdf-11eb-9ec8-002590fd1374,185,2021-05-08,0.0,31500.0,1,,1,2021-05-08 14:55:40,4,2021-05-08 09:25:40,
122,5d50c7e1-afdf-11eb-9ec8-002590fd1374,79,2021-05-08,0.0,2380.0,1,,1,2021-05-08 14:55:43,5,2021-05-08 09:25:43,
123,61fb76c2-afdf-11eb-9ec8-002590fd1374,78,2021-05-08,0.0,360.0,1,,1,2021-05-08 14:55:50,5,2021-05-08 09:25:50,
124,6712564b-afdf-11eb-9ec8-002590fd1374,77,2021-05-08,0.0,780.0,1,,1,2021-05-08 14:55:59,5,2021-05-08 09:25:59,
125,6c1bc7e8-afdf-11eb-9ec8-002590fd1374,76,2021-05-08,0.0,1275.0,1,,1,2021-05-08 14:56:07,5,2021-05-08 09:26:07,
126,74043d61-afdf-11eb-9ec8-002590fd1374,75,2021-05-08,0.0,1185.0,1,,1,2021-05-08 14:56:21,5,2021-05-08 09:26:21,
127,79d2da98-afdf-11eb-9ec8-002590fd1374,74,2021-05-08,0.0,2345.0,1,,1,2021-05-08 14:56:30,5,2021-05-08 09:26:30,
128,88115075-afdf-11eb-9ec8-002590fd1374,73,2021-05-08,0.0,790.0,1,,1,2021-05-08 14:56:54,5,2021-05-08 09:26:54,
129,9ea3f6a8-afdf-11eb-9ec8-002590fd1374,72,2021-05-08,0.0,700.0,1,,1,2021-05-08 14:57:32,5,2021-05-08 09:27:32,
130,a453425e-afdf-11eb-9ec8-002590fd1374,71,2021-05-08,0.0,1280.0,1,,1,2021-05-08 14:57:42,5,2021-05-08 09:27:42,
131,b4db126c-afdf-11eb-9ec8-002590fd1374,70,2021-05-08,0.0,720.0,1,,1,2021-05-08 14:58:09,5,2021-05-08 09:28:09,
132,bd2d695b-afdf-11eb-9ec8-002590fd1374,69,2021-05-08,0.0,6500.0,1,,1,2021-05-08 14:58:23,5,2021-05-08 09:28:23,
133,cea18281-afdf-11eb-9ec8-002590fd1374,68,2021-05-08,0.0,1180.0,1,,1,2021-05-08 14:58:53,5,2021-05-08 09:28:53,
134,d3d54c3e-afdf-11eb-9ec8-002590fd1374,67,2021-05-08,0.0,1150.0,1,,1,2021-05-08 14:59:01,5,2021-05-08 09:29:01,
135,ddce0079-afdf-11eb-9ec8-002590fd1374,66,2021-05-08,0.0,415.0,1,,1,2021-05-08 14:59:18,5,2021-05-08 09:29:18,
136,e2646b97-afdf-11eb-9ec8-002590fd1374,65,2021-05-08,0.0,1260.0,1,,1,2021-05-08 14:59:26,5,2021-05-08 09:29:26,
137,ea8d871b-afdf-11eb-9ec8-002590fd1374,64,2021-05-08,0.0,710.0,1,,1,2021-05-08 14:59:40,5,2021-05-08 09:29:40,
138,efe48543-afdf-11eb-9ec8-002590fd1374,63,2021-05-08,0.0,3450.0,1,,1,2021-05-08 14:59:49,5,2021-05-08 09:29:49,
139,1e1f2e07-afe0-11eb-9ec8-002590fd1374,62,2021-05-08,0.0,965.0,1,,1,2021-05-08 15:01:06,5,2021-05-08 09:31:06,
140,26fd02d2-afe0-11eb-9ec8-002590fd1374,61,2021-05-08,0.0,330.0,1,,1,2021-05-08 15:01:21,5,2021-05-08 09:31:21,
141,2c46acd1-afe0-11eb-9ec8-002590fd1374,60,2021-05-08,0.0,530.0,1,,1,2021-05-08 15:01:30,5,2021-05-08 09:31:30,
142,356b6526-afe0-11eb-9ec8-002590fd1374,59,2021-05-08,0.0,1950.0,1,,1,2021-05-08 15:01:45,5,2021-05-08 09:31:45,
143,551baf2e-afe0-11eb-9ec8-002590fd1374,58,2021-05-08,0.0,1520.0,1,,1,2021-05-08 15:02:38,5,2021-05-08 09:32:38,
144,5b800131-afe0-11eb-9ec8-002590fd1374,57,2021-05-08,0.0,1100.0,1,,1,2021-05-08 15:02:49,5,2021-05-08 09:32:49,
145,63fe75ba-afe0-11eb-9ec8-002590fd1374,56,2021-05-08,0.0,2265.0,1,,1,2021-05-08 15:03:03,5,2021-05-08 09:33:03,
146,69fdccf2-afe0-11eb-9ec8-002590fd1374,55,2021-05-08,0.0,1050.0,1,,1,2021-05-08 15:03:13,5,2021-05-08 09:33:13,
147,7451497f-afe0-11eb-9ec8-002590fd1374,54,2021-05-08,0.0,665.0,1,,1,2021-05-08 15:03:31,5,2021-05-08 09:33:31,
148,89449d2c-afe0-11eb-9ec8-002590fd1374,53,2021-05-08,0.0,1640.0,1,,1,2021-05-08 15:04:06,5,2021-05-08 09:34:06,
149,92b3c792-afe0-11eb-9ec8-002590fd1374,52,2021-05-08,0.0,1600.0,1,,1,2021-05-08 15:04:22,5,2021-05-08 09:34:22,
150,9ad94817-afe0-11eb-9ec8-002590fd1374,51,2021-05-08,0.0,1560.0,1,,1,2021-05-08 15:04:35,5,2021-05-08 09:34:35,
151,a0733314-afe0-11eb-9ec8-002590fd1374,50,2021-05-08,0.0,700.0,1,,1,2021-05-08 15:04:45,5,2021-05-08 09:34:45,
152,a7d084f1-afe0-11eb-9ec8-002590fd1374,49,2021-05-08,0.0,2600.0,1,,1,2021-05-08 15:04:57,5,2021-05-08 09:34:57,
153,aca91dbc-afe0-11eb-9ec8-002590fd1374,48,2021-05-08,0.0,3450.0,1,,1,2021-05-08 15:05:05,5,2021-05-08 09:35:05,
154,b255adfc-afe0-11eb-9ec8-002590fd1374,47,2021-05-08,0.0,5280.0,1,,1,2021-05-08 15:05:15,5,2021-05-08 09:35:15,
155,b8c234c4-afe0-11eb-9ec8-002590fd1374,46,2021-05-08,0.0,1300.0,1,,1,2021-05-08 15:05:26,5,2021-05-08 09:35:26,
156,bd8122f7-afe0-11eb-9ec8-002590fd1374,45,2021-05-08,0.0,600.0,1,,1,2021-05-08 15:05:33,5,2021-05-08 09:35:33,
157,c1fd333b-afe0-11eb-9ec8-002590fd1374,44,2021-05-08,0.0,675.0,1,,1,2021-05-08 15:05:41,5,2021-05-08 09:35:41,
158,c6bd112f-afe0-11eb-9ec8-002590fd1374,43,2021-05-08,0.0,1350.0,1,,1,2021-05-08 15:05:49,5,2021-05-08 09:35:49,
159,ccb73d2d-afe0-11eb-9ec8-002590fd1374,42,2021-05-08,0.0,425.0,1,,1,2021-05-08 15:05:59,5,2021-05-08 09:35:59,
160,d190d817-afe0-11eb-9ec8-002590fd1374,41,2021-05-08,0.0,1475.0,1,,1,2021-05-08 15:06:07,5,2021-05-08 09:36:07,
161,d66224d4-afe0-11eb-9ec8-002590fd1374,40,2021-05-08,0.0,885.0,1,,1,2021-05-08 15:06:15,5,2021-05-08 09:36:15,
162,dbb9df9a-afe0-11eb-9ec8-002590fd1374,39,2021-05-08,0.0,3300.0,1,,1,2021-05-08 15:06:24,5,2021-05-08 09:36:24,
163,e013487c-afe0-11eb-9ec8-002590fd1374,38,2021-05-08,0.0,1520.0,1,,1,2021-05-08 15:06:31,5,2021-05-08 09:36:31,
164,e5002070-afe0-11eb-9ec8-002590fd1374,37,2021-05-08,0.0,2600.0,1,,1,2021-05-08 15:06:40,5,2021-05-08 09:36:40,
165,e8bfdfa1-afe0-11eb-9ec8-002590fd1374,36,2021-05-08,0.0,1440.0,1,,1,2021-05-08 15:06:46,5,2021-05-08 09:36:46,
166,ee4f082a-afe0-11eb-9ec8-002590fd1374,35,2021-05-08,0.0,720.0,1,,1,2021-05-08 15:06:55,5,2021-05-08 09:36:55,
167,c50fc65a-afe2-11eb-9ec8-002590fd1374,34,2021-05-08,0.0,1080.0,1,,1,2021-05-08 15:20:05,5,2021-05-08 09:50:05,
168,ca91c305-afe2-11eb-9ec8-002590fd1374,33,2021-05-08,0.0,1595.0,1,,1,2021-05-08 15:20:14,5,2021-05-08 09:50:14,
169,cf6061c0-afe2-11eb-9ec8-002590fd1374,32,2021-05-08,0.0,891.0,1,,1,2021-05-08 15:20:22,5,2021-05-08 09:50:22,
170,d37506da-afe2-11eb-9ec8-002590fd1374,31,2021-05-08,0.0,880.0,1,,1,2021-05-08 15:20:29,5,2021-05-08 09:50:29,
171,d992e4d2-afe2-11eb-9ec8-002590fd1374,30,2021-05-08,0.0,1482.0,1,,1,2021-05-08 15:20:40,5,2021-05-08 09:50:40,
172,f3c8809f-afe2-11eb-9ec8-002590fd1374,29,2021-05-08,0.0,7250.0,1,,1,2021-05-08 15:21:24,5,2021-05-08 09:51:24,
