date,sales,temperature,marketing_spend,competitor_price,promotion,month,day_of_week,day_of_year,is_weekend,sales2
2018-03-02,67.81531383068258,21.81636349985171,58.26838630709114,88.00518197760252,0.0,3,4,61,0,69.36719923022679
2018-03-03,67.77299075945851,30.588893647703653,48.95990772275305,86.42624974955203,0.0,3,5,62,1,77.76648251463217
2018-03-04,85.07380179054901,31.963665645095524,32.41791123344565,86.57337808927355,0.0,3,6,63,1,70.69430524704676
2018-03-05,101.38797884894714,37.77619876497544,47.48882165357559,86.73526304924508,0.0,3,0,64,0,88.34341676900185
2018-03-06,92.26971502050218,30.139712371746835,40.278377820566746,84.154563656884,0.0,3,1,65,0,85.03703183367436
2018-03-07,84.76969007756672,33.98285289908339,50.795795465565604,83.37509096408155,0.0,3,2,66,0,85.96556663115834
2018-03-08,88.65284758230956,38.09029812124706,64.34177036520326,83.5293634143543,1.0,3,3,67,0,72.97234993238891
2018-03-09,92.34261856449135,29.773014232938184,32.60574755767722,82.48865315737774,0.0,3,4,68,0,71.47413506627178
2018-03-10,73.2260894601308,34.99649499334273,41.99777264600096,87.24606843042191,0.0,3,5,69,1,77.99791413919205
2018-03-11,61.99545326434285,31.50630975188439,44.473070462165026,85.20651766170175,0.0,3,6,70,1,48.21732613557296
2018-03-12,84.97448294634555,32.493657205476175,46.18368904586789,87.30504071489752,0.0,3,0,71,0,92.33193521006356
2018-03-13,101.16959690503734,31.68850836726849,57.40125664105244,88.65270830545022,0.0,3,1,72,0,89.25945685869706
2018-03-14,99.5191683640312,31.988373886159483,48.26455582438612,88.19234862116916,0.0,3,2,73,0,74.18810703207737
2018-03-15,102.98562790724593,42.431584188146786,54.15802725720445,86.0523130824062,0.0,3,3,74,0,87.2857373410372
2018-03-16,81.18344294531411,36.87689001509358,43.74226956268224,84.21318678750234,1.0,3,4,75,0,80.61964639241225
2018-03-17,72.87923365523656,37.72216034344314,52.299243454179376,82.9665928496942,0.0,3,5,76,1,65.68845268311581
2018-03-18,84.7023453788886,35.962079525332314,57.77797630877715,79.24678064331695,1.0,3,6,77,1,79.49193925346549
2018-03-19,84.07706280418822,29.73218846256673,42.67700450262912,77.27751075955251,0.0,3,0,78,0,86.2547276199846
2018-03-20,76.88946409249043,35.79638073855623,57.81358119806515,74.44868219084759,0.0,3,1,79,0,71.8007215108671
2018-03-21,67.77456855258795,37.8865139661069,50.52372768727569,77.41799808766065,0.0,3,2,80,0,58.07162122215023
2018-03-22,65.21563283995427,32.15939863195681,60.45460240482252,78.78402296805405,0.0,3,3,81,0,62.661103014249576
2018-03-23,50.46190011101134,37.66308725276476,47.985800999230264,80.41677001738226,1.0,3,4,82,0,69.47173144230054
2018-03-24,48.66341813275477,36.923250265472035,53.81244655162099,81.57359541959704,0.0,3,5,83,1,70.91503614626018
2018-03-25,66.61250719527293,40.405107560751304,49.5939376832147,81.82885089528551,0.0,3,6,84,1,46.429493297268294
2018-03-26,87.80550766125845,33.62998410372813,49.037877379594214,84.65876901477951,0.0,3,0,85,0,92.37413445479568
2018-03-27,87.99425686612318,31.6204356565821,52.5893042822569,83.20430525257704,0.0,3,1,86,0,84.09745696663978
2018-03-28,90.75803483360218,33.85390061409005,55.36807469224904,83.25742930068228,0.0,3,2,87,0,92.77045117472302
2018-03-29,79.3496557470103,39.2665875761132,37.50435088075995,84.58867549129641,0.0,3,3,88,0,70.03987642023091
2018-03-30,74.54306826791577,29.49131367480758,64.33633608817878,81.71682325301933,0.0,3,4,89,0,54.49751269252618
2018-03-31,66.98510830345965,28.783623022302155,31.403369594502017,87.82415988265346,0.0,3,5,90,1,72.73446369889638
2018-04-01,60.55921552526448,35.264713366493204,43.15187890261104,87.49008341407597,0.0,4,6,91,1,52.98167825485796
2018-04-02,68.64351419952183,33.67209321772038,49.05730929235099,87.39955814452335,0.0,4,0,92,0,54.16753562481676
2018-04-03,65.05132391482285,35.02193355934812,54.12355969085948,89.54333630064703,0.0,4,1,93,0,52.35191291564133
2018-04-04,60.11707186076421,37.82912952401796,65.76172527741379,90.89608015163512,0.0,4,2,94,0,68.09108812668829
2018-04-05,83.23551885779268,33.32548769541894,31.417085117748925,90.42743218284627,1.0,4,3,95,0,79.65938786074685
2018-04-06,62.98084796180743,29.349739920189023,44.923058716102894,90.16631944990004,0.0,4,4,96,0,71.91125379201193
2018-04-07,62.9790160983857,41.08332819791239,28.731665122007346,86.64970641550907,1.0,4,5,97,1,70.77606381383364
2018-04-08,91.20106712814746,31.934894804194133,50.31621973910248,85.20428953903365,0.0,4,6,98,1,79.63141134386555
2018-04-09,94.08289249043952,31.721741372974925,52.716835845000304,85.97849549439988,0.0,4,0,99,0,85.15328900453311
2018-04-10,72.09484570746292,38.17787100106961,65.90795742171252,86.56735639776566,0.0,4,1,100,0,65.35201670739865
2018-04-11,67.43365046494887,33.67669649036055,81.86630025513058,88.68132007788556,0.0,4,2,101,0,65.10027759680929
2018-04-12,69.06083540793513,34.59905269335302,94.8665256863118,88.00625195754462,0.0,4,3,102,0,58.670037405743926
2018-04-13,86.68332739496859,36.19226865188069,92.33609002773734,84.83136633280566,0.0,4,4,103,0,84.58317211522136
2018-04-14,85.88125978625415,37.944954684012345,103.36424491166032,86.70325887771673,0.0,4,5,104,1,90.86808934019547
2018-04-15,86.12613695091302,33.639776179940206,79.8645472341707,89.24027462619493,0.0,4,6,105,1,72.12216556742925
2018-04-16,77.13521241211942,39.14162896717881,108.9297347699316,90.57475004059764,0.0,4,0,106,0,86.80734514249701
2018-04-17,80.20057337858402,28.111667199156543,69.0433743271778,89.71874519685277,0.0,4,1,107,0,77.27561632978822
2018-04-18,,36.73141993932147,150.35005560555436,91.32158004076328,0.0,4,2,108,0,
2018-04-19,74.83243484380496,31.862184580756477,109.66143305154664,97.61332199474154,0.0,4,3,109,0,55.38840919458829
2018-04-20,75.93897932262884,38.42202889928066,143.22892411983796,96.96296052388541,0.0,4,4,110,0,55.084662430182846
2018-04-21,75.65913712225516,34.65155713667421,104.55449559710354,93.49133911320088,0.0,4,5,111,1,74.40255961337543
2018-04-22,79.99692902624774,32.12270115482811,112.89656965816029,91.64420205843652,0.0,4,6,112,1,83.8951715646935
2018-04-23,75.6340901215522,36.041743473496375,101.99981245824883,92.31294395612278,0.0,4,0,113,0,66.23005864863703
2018-04-24,89.01569207456035,36.64042400719145,117.16873939182977,88.48768813652052,0.0,4,1,114,0,99.01192345802313
2018-04-25,88.19069844484196,35.790043201472315,45.673404866034076,88.40210987951862,0.0,4,2,115,0,89.08284865393252
2018-04-26,79.11513397760112,30.67466567199173,53.9245601847052,88.74267768617445,0.0,4,3,116,0,66.29718126724093
2018-04-27,75.6790878487117,32.20701808054699,40.73836736516792,91.37578728149103,0.0,4,4,117,0,73.28384816463326
2018-04-28,75.24586653020559,33.538118523505965,37.905646710409414,93.42738762952507,0.0,4,5,118,1,97.44139790837804
2018-04-29,68.01125482223647,33.313810403073454,62.42826893326828,94.48518783155237,0.0,4,6,119,1,55.18223834756847
2018-04-30,75.74509535604906,35.57009626575744,57.27167988892101,89.43557041894569,0.0,4,0,120,0,78.3042661383854
2018-05-01,75.60623104963261,27.15547936208321,50.6589160860224,90.80589815409425,0.0,5,1,121,0,69.6969162075094
2018-05-02,94.34627560967576,34.07857594430034,66.65142382543782,91.67663001851002,0.0,5,2,122,0,93.11135583595815
2018-05-03,50.14426262449664,32.07718785743875,47.32234481275155,91.60468727174121,0.0,5,3,123,0,67.77372030033146
2018-05-04,63.03941972454911,30.299330697095545,63.22703219988979,87.56400865586318,0.0,5,4,124,0,60.2652229200707
2018-05-05,70.94959074054857,30.451275526987153,51.75574084925822,85.63226040469588,0.0,5,5,125,1,80.85383623545573
2018-05-06,73.20982366282277,31.895269197725664,39.7524924992361,83.01700184539295,0.0,5,6,126,1,93.45891050669555
2018-05-07,78.33627970276062,21.592057667480095,68.48040191770849,78.83613487410912,0.0,5,0,127,0,75.49814316537478
2018-05-08,77.905294194589,30.144202059314097,59.90710846624085,78.88849782757407,0.0,5,1,128,0,82.38259281115415
2018-05-09,87.7840463171526,29.469754720875294,48.78978968990436,77.34842869330981,0.0,5,2,129,0,75.54442471997407
2018-05-10,63.83662875402385,33.54109258470711,57.271712595339494,82.73161841918215,1.0,5,3,130,0,64.87823321812881
2018-05-11,93.5877687608693,29.36816777864916,45.962965660020934,82.25749361934723,0.0,5,4,131,0,83.74468720552608
2018-05-12,95.14771864190055,30.977919219994142,58.29149035059542,84.73212525011178,0.0,5,5,132,1,94.57276230591634
2018-05-13,93.0947600309011,36.085159074842046,26.089214347160407,81.35732093821974,0.0,5,6,133,1,97.21309137920002
2018-05-14,87.95726635940841,34.273056972426396,39.801986663054066,80.22927571929901,0.0,5,0,134,0,80.47353796041128
2018-05-15,90.55318856282719,33.8251443625593,59.79259744286963,80.41160768540269,0.0,5,1,135,0,98.72346045130826
2018-05-16,100.37116564079385,29.443746020064754,47.50344461781081,78.57471940391721,0.0,5,2,136,0,105.56029036417198
2018-05-17,96.98081893372958,32.39425054300838,52.07542294888742,77.80158206411187,0.0,5,3,137,0,96.35511068540971
2018-05-18,84.16849307465748,29.88206075024689,36.53214337884565,77.4756011484192,0.0,5,4,138,0,73.75767983504295
2018-05-19,77.27182151974918,29.81093877127385,68.47866995702103,77.13400512010845,0.0,5,5,139,1,67.97198689642539
2018-05-20,70.71137755003146,31.44065717339489,61.905296437176766,80.98754201017373,0.0,5,6,140,1,61.37415073812163
2018-05-21,69.65183606814827,28.229977197940205,47.993147816246704,81.69461748052805,0.0,5,0,141,0,78.2479459500854
2018-05-22,69.13990447916004,34.30635467146589,45.953041431366735,82.56890773238425,0.0,5,1,142,0,56.28025106051838
2018-05-23,76.5879841922545,29.150430279754644,60.29604361419693,83.51977189445518,0.0,5,2,143,0,80.37996547568821
2018-05-24,78.27804895313577,31.28652391771651,69.82470450168927,84.56903605440664,0.0,5,3,144,0,63.9835407889539
2018-05-25,42.809480029453454,33.59607043722181,59.537602558113534,84.17481028393658,0.0,5,4,145,0,58.20209721903715
2018-05-26,44.87437246405071,32.11932227209937,71.71802667396602,83.32457702678205,0.0,5,5,146,1,51.5842565521411
2018-05-27,46.55990885274534,24.59002147631552,40.77648670938082,83.49198029447949,0.0,5,6,147,1,65.92832181552001
2018-05-28,49.0334172435822,29.94127170359452,41.80613169501209,85.63098917758245,0.0,5,0,148,0,65.73793785372024
2018-05-29,53.13517871982317,30.94599711953459,38.110588819466514,87.60191609557609,0.0,5,1,149,0,71.54527922389734
2018-05-30,73.76513628607564,30.85419564459201,54.41760649649479,86.74102333942047,0.0,5,2,150,0,86.24378258314408
2018-05-31,78.2366210020307,24.62106622008511,51.7560354980437,87.93965956178566,0.0,5,3,151,0,76.20194304130347
2018-06-01,,25.769830154185822,48.48048876528014,87.15350725761704,0.0,6,4,152,0,
2018-06-02,74.02042696979775,30.5023019089115,58.09258628123298,86.86357299360667,0.0,6,5,153,1,61.28906832888464
2018-06-03,56.098590645306196,25.00880949458241,62.32328605214664,85.57334758081794,0.0,6,6,154,1,38.40052815855496
2018-06-04,57.979837592319825,26.168304445115012,34.74337590713158,84.93138992396457,0.0,6,0,155,0,49.749227980342944
2018-06-05,68.68084253568952,31.56622783113279,44.030279720988844,87.3674805668657,1.0,6,1,156,0,68.76482635202916
2018-06-06,72.51848459616144,26.464384014103054,58.2014359412306,87.18394883320089,0.0,6,2,157,0,65.16639740906137
2018-06-07,80.49752224362243,24.194682686041784,45.32261316141418,87.09531640864547,1.0,6,3,158,0,74.54690952643719
2018-06-08,76.5006148937079,23.507487311645605,42.01793923641846,83.84611502969727,0.0,6,4,159,0,78.47758462020954
2018-06-09,78.70241572184713,26.902012138602565,60.18537427650395,83.03532146294695,0.0,6,5,160,1,72.05103842463541
2018-06-10,75.88152772705065,21.666175452627847,37.1049993027602,82.40092558231014,0.0,6,6,161,1,61.89878140480961
2018-06-11,64.07659327795298,24.68369806925726,46.98420192208895,80.62259233230782,0.0,6,0,162,0,64.32127861893277
2018-06-12,74.45665459213639,26.183876295031066,53.28644025804809,80.63479353909956,0.0,6,1,163,0,63.13475334676701
2018-06-13,83.1704500948538,28.83857669501096,44.261800860898816,79.74468928168926,0.0,6,2,164,0,75.51145009660704
2018-06-14,81.4623000761723,26.69924985514739,57.831556560131745,79.91744652809196,0.0,6,3,165,0,90.45137969755064
2018-06-15,76.36136390112077,22.308496935155823,44.31123024802631,80.16458022132524,0.0,6,4,166,0,70.74790168982278
2018-06-16,74.30612218096454,27.738718080679398,64.0861949344592,78.24484249461369,0.0,6,5,167,1,89.72386106015263
2018-06-17,77.59000749837323,23.05643727827767,48.742537025042274,77.53519680491664,0.0,6,6,168,1,88.62936511824095
2018-06-18,83.7893755623869,19.998223641065806,56.71270136705353,77.81318553019247,0.0,6,0,169,0,72.85950980788039
2018-06-19,80.1273998415912,22.938460975662768,57.460239529828165,80.2911251159963,0.0,6,1,170,0,64.97794222495608
2018-06-20,64.23613836846275,27.517321335034048,43.724599972559275,80.79000720578796,0.0,6,2,171,0,64.43975523872199
2018-06-21,63.30100054405721,23.44581349709842,29.465134513441114,79.4266364856637,0.0,6,3,172,0,75.84397801480894
2018-06-22,44.63001848633761,22.734064378872795,53.60755754663835,80.25331417986823,0.0,6,4,173,0,46.339103878149444
2018-06-23,37.72009350980614,27.353740128186317,50.72288347124869,83.65574624951834,0.0,6,5,174,1,55.48496843948569
2018-06-24,47.35423512157134,17.892923412634847,55.55826027575127,85.30637188222046,0.0,6,6,175,1,65.23236447646082
2018-06-25,45.536016884780686,18.074425319630404,47.734725276171616,86.13610634898068,0.0,6,0,176,0,44.13495531572042
2018-06-26,,16.827345693924933,45.69572301199284,87.28048138249629,0.0,6,1,177,0,
2018-06-27,30.739087033190906,22.53599580669815,70.084730109817,89.79636539622872,0.0,6,2,178,0,48.6439812445037
2018-06-28,42.666753214304734,21.66027656984732,35.27645938489222,91.4578007144526,0.0,6,3,179,0,51.385202746429016
2018-06-29,37.17284809791397,25.531408262326224,57.33950478364238,92.01843144096529,0.0,6,4,180,0,39.16037840310299
2018-06-30,27.58667454105843,21.37575872647827,44.25398141816609,93.55479430809719,1.0,6,5,181,1,35.78886769754502
2018-07-01,42.814202773290255,19.174805124969087,46.64221382259578,90.7137524001642,1.0,7,6,182,1,49.264746414028984
2018-07-02,66.91611572912538,20.13448957196465,46.828971674260345,87.17353427547542,0.0,7,0,183,0,51.19273676083316
2018-07-03,60.11672325247609,20.224017302052555,41.96565725828743,87.1290548629893,0.0,7,1,184,0,69.73813734156022
2018-07-04,49.17658962216051,14.597439576608515,55.712242102362396,86.9099635391409,0.0,7,2,185,0,49.636690846120445
2018-07-05,43.931194233758774,27.485661437936724,63.906435959499575,85.47664525515734,0.0,7,3,186,0,22.914673725650154
2018-07-06,36.97746582542634,20.656413893818844,54.700136612466615,86.8545183320549,0.0,7,4,187,0,45.64551639470391
2018-07-07,44.02050785687567,19.46922773556582,51.03381996212095,82.78606524254968,1.0,7,5,188,1,43.39864291087789
2018-07-08,53.03330143549571,20.42744070557775,40.13559500900753,81.57721746830659,0.0,7,6,189,1,74.01153292787376
2018-07-09,48.65760617875921,20.453347834934398,55.16825265824451,80.52844550513602,0.0,7,0,190,0,48.20587411593176
2018-07-10,45.01383065120081,17.647116881703997,71.56349631729299,77.22941965968029,1.0,7,1,191,0,40.533247820054456
2018-07-11,59.77725914424633,15.919288637479783,46.193053762049075,80.35741069123488,1.0,7,2,192,0,66.92340810059258
2018-07-12,47.157316595772684,19.356246864887364,46.24016420648134,77.62113761934648,0.0,7,3,193,0,46.40564793696505
2018-07-13,37.75615187244899,18.460633735710925,44.38910869019003,76.5634006237638,0.0,7,4,194,0,38.63474429819197
2018-07-14,35.1849208502292,14.620236355828133,45.10585765505579,78.55119010818588,0.0,7,5,195,1,49.7244584234045
2018-07-15,41.470049164633856,21.05429310250485,22.547004463276153,79.91572128963405,0.0,7,6,196,1,38.62436133634804
2018-07-16,32.25343640232133,17.42547105550977,54.05035385855713,77.70358583218285,0.0,7,0,197,0,28.0046688996304
2018-07-17,19.256988357890805,18.48412537958886,41.54447823645386,79.18338495909498,0.0,7,1,198,0,50.73987187146693
2018-07-18,32.798806607578896,20.220780272119647,33.897368812082,79.80378466845667,0.0,7,2,199,0,48.754152001311674
2018-07-19,37.03894012675182,15.862206335506265,57.53189949732549,84.47966655925677,0.0,7,3,200,0,43.285165238782625
2018-07-20,38.51376773965361,16.500163731849995,39.17982214958064,85.06356406343053,0.0,7,4,201,0,46.924865320738164
2018-07-21,38.507002319649075,17.73347610148095,46.61330946116242,84.52790221812194,0.0,7,5,202,1,52.013545204915914
2018-07-22,28.282443183253314,12.884289515231892,64.6644239118858,82.588503192977,0.0,7,6,203,1,49.53108472441153
2018-07-23,44.65320004867857,14.977970298477004,35.90784201975487,80.970591299417,0.0,7,0,204,0,43.697487120924876
2018-07-24,37.95032687539626,14.950939799006932,34.67401765402238,79.27052354350982,0.0,7,1,205,0,50.2266940724342
2018-07-25,41.716926740257165,11.466204866890347,52.69306189562338,82.04919499415817,0.0,7,2,206,0,44.134806956077625
2018-07-26,43.930468777495186,21.04905621617464,61.494873640103684,81.9826750744832,0.0,7,3,207,0,48.86151569912039
2018-07-27,45.80612097993364,9.637780287288477,34.25658282268037,83.0140355687085,0.0,7,4,208,0,53.67121336060259
2018-07-28,67.07230803476445,9.730683189395219,54.076897368371775,85.89182899023483,0.0,7,5,209,1,66.88382989380838
2018-07-29,69.44265341949632,17.334897961853308,55.80999539961692,80.88030925630815,0.0,7,6,210,1,75.96552637667314
2018-07-30,63.96911154575771,15.301198349762743,29.408395163076797,83.39404132289349,0.0,7,0,211,0,69.64924367318633
2018-07-31,63.7909369622678,9.854712932449708,57.9850133790722,83.33513308031547,0.0,7,1,212,0,49.57196377986568
2018-08-01,53.78142698437626,14.527776438674726,58.766058798421795,84.03847316958058,0.0,8,2,213,0,44.06876681840896
2018-08-02,57.458018172134906,16.884924133305297,46.882144267439756,82.17974306760505,0.0,8,3,214,0,56.523445872901505
2018-08-03,48.70277595212407,12.168274961971253,62.52346362298008,80.56050711732776,0.0,8,4,215,0,72.3781957909051
2018-08-04,44.55718481218579,19.83551797779475,61.36455574324845,81.51017354108734,0.0,8,5,216,1,42.674111043514024
2018-08-05,39.731868469828655,6.649207989286133,51.03117925717205,86.20386046469591,0.0,8,6,217,1,45.73008083275253
2018-08-06,39.15535448804157,13.687631425424662,45.48554609675067,87.90029406709091,0.0,8,0,218,0,42.04528787206388
2018-08-07,52.361320909876795,14.893000990098145,40.27172107417043,90.03632520657345,0.0,8,1,219,0,51.112480796032955
2018-08-08,47.17123228840685,13.857252920428639,49.62436490633809,89.15050640572193,0.0,8,2,220,0,54.802260040935344
2018-08-09,47.09922308228194,10.362571871689216,55.69758919704179,87.49257263626457,0.0,8,3,221,0,66.97722891955387
2018-08-10,49.673151262100966,9.899406554516636,46.75823138959359,85.55633410129334,0.0,8,4,222,0,59.330889882276566
2018-08-11,51.90595374988027,11.900993294324255,28.0249899473797,84.3019699468353,0.0,8,5,223,1,48.29885801064526
2018-08-12,52.540094995617835,12.816442761407753,62.6871389457657,79.98130658315247,0.0,8,6,224,1,84.31036160496456
2018-08-13,34.861525870798694,11.980074950710815,51.90223221844894,78.53240256821164,0.0,8,0,225,0,45.18880031917034
2018-08-14,33.51014124923997,13.09921570917717,46.20375503323166,77.48507612768137,0.0,8,1,226,0,37.684889310646845
2018-08-15,37.63767262453807,6.731788986644554,58.571583884232886,77.2601059725076,0.0,8,2,227,0,60.46733458395254
2018-08-16,23.839931719620285,8.91746865932444,65.24638596482757,77.66060089337681,0.0,8,3,228,0,31.997246024296015
2018-08-17,3.4699725423038714,6.596198052021077,21.980884305121084,78.50247258595918,0.0,8,4,229,0,39.05811732948714
2018-08-18,-1.762223808980135,8.076507966602152,54.34263649922072,78.5474982117753,0.0,8,5,230,1,10.060015424047238
2018-08-19,15.332495982945748,12.102299364145601,35.73350789189653,77.45723712850102,0.0,8,6,231,1,45.033051077275715
2018-08-20,27.616946233972893,9.20562159944675,54.99110506798941,73.65765798554492,0.0,8,0,232,0,41.34233900659797
2018-08-21,21.558481005926268,16.530575076469184,51.27927202374579,72.82415786946409,0.0,8,1,233,0,48.00145903117272
2018-08-22,31.222551658494254,9.121889909711008,56.3572652644055,71.23804870061687,1.0,8,2,234,0,60.87344324796142
2018-08-23,35.337387292353455,8.5558150212336,45.00752385505345,72.60827976214324,0.0,8,3,235,0,33.410098199434884
2018-08-24,38.9371610704439,8.533800932139933,31.267598881808482,74.79644056742346,0.0,8,4,236,0,60.01373095689395
