Date,selling price
2022-02-28,-5.0
2022-02-28,0.0
2022-02-28,0.0
2022-03-01,3.0
2022-03-01,2.0
2022-03-01,0.0
2022-03-01,0.0
2022-03-01,-6.0
2022-03-01,1.0
2022-03-03,5.0
2022-03-04,5.0
2022-03-04,-2.0
2022-03-05,2.0
2022-03-05,-2.0
2022-03-05,0.0
2022-03-05,0.0
2022-03-06,2.0
2022-03-07,-2.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,-8.0
2022-03-09,10.0
2022-03-09,-5.0
2022-03-10,0.0
2022-03-10,4.0
2022-03-11,1.0
2022-03-11,0.0
2022-03-11,-10.0
2022-03-12,13.0
2022-03-12,0.0
2022-03-12,-3.0
2022-03-12,0.0
2022-03-12,5.0
2022-03-12,-3.0
2022-03-12,-2.0
2022-03-13,-5.0
2022-03-13,0.0
2022-03-14,10.0
2022-03-14,-5.0
2022-03-16,-11.0
2022-03-16,16.0
2022-03-16,0.0
2022-03-17,3.0
2022-03-17,0.0
2022-03-18,-13.0
2022-03-18,10.0
2022-03-18,5.0
2022-03-18,-2.0
2022-03-18,0.0
2022-03-18,-3.0
2022-03-19,3.0
2022-03-19,0.0
2022-03-19,0.0
2022-03-19,2.0
2022-03-19,-10.0
2022-03-20,10.0
2022-03-21,0.0
2022-03-21,0.0
2022-03-22,5.0
2022-03-22,-10.0
2022-03-22,10.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-23,-16.0
2022-03-26,19.0
2022-03-27,0.0
2022-03-27,-3.0
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,-5.0
2022-03-29,8.0
2022-03-29,-3.0
2022-03-30,-5.0
2022-03-30,5.0
2022-03-30,0.0
2022-03-30,0.0
2022-03-30,-5.0
2022-03-31,5.0
2022-04-01,0.0
2022-04-01,0.0
2022-04-01,0.0
2022-04-01,0.0
2022-04-02,0.0
2022-04-02,3.0
2022-04-02,0.0
2022-04-02,-3.0
2022-04-04,3.0
2022-04-04,-3.0
2022-04-05,3.0
2022-04-05,-8.0
2022-04-06,8.0
2022-04-07,-3.0
2022-04-08,0.0
2022-04-08,-5.0
2022-04-09,8.0
2022-04-09,-8.0
2022-04-09,8.0
2022-04-10,7.0
2022-04-10,0.0
2022-04-10,5.0
2022-04-10,-5.0
2022-04-26,-5.0
2022-04-29,15.0
2022-04-30,0.0
2022-05-02,0.0
2022-05-04,0.0
2022-05-04,-15.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-12,15.0
2022-05-12,-5.0
2022-05-15,-10.0
2022-05-19,0.0
2022-05-20,10.0
2022-05-22,-10.0
2022-05-22,10.0
2022-05-23,0.0
2022-05-24,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-27,0.0
2022-05-28,-10.0
2022-05-29,10.0
2022-05-30,-10.0
2022-06-01,0.0
2022-06-01,15.0
2022-06-03,3.0
2022-06-05,2.0
2022-06-07,-2.0
2022-06-07,-8.0
2022-06-08,5.0
2022-06-08,0.0
2022-06-08,5.0
2022-06-10,-5.0
2022-06-11,-5.0
2022-06-13,8.0
2022-06-20,7.0
2022-06-27,-7.0
2022-06-27,-3.0
2022-07-01,-1.0
2022-07-02,-11.0
2022-07-02,11.0
2022-07-04,5.0
2022-07-04,-4.0
2022-07-05,0.0
2022-07-05,0.0
2022-07-07,0.0
2022-07-07,1.0
2022-07-09,-1.0
2022-07-11,3.0
2022-07-11,-4.0
2022-07-12,-4.0
2022-07-12,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-08-03,2.0
2022-08-03,-7.0
2022-08-04,9.0
2022-08-07,1.0
2022-08-08,0.0
2022-08-10,0.0
2022-08-16,-1.0
2022-08-16,1.0
2022-08-17,0.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-25,0.0
2022-08-25,0.0
2022-08-26,0.0
2022-08-27,-1.0
2022-08-27,4.0
2022-08-29,-3.0
2022-08-30,0.0
2022-08-30,-1.0
2022-08-31,1.0
2022-09-01,0.0
2022-09-02,-1.0
2022-09-02,-11.0
2022-09-04,16.0
2022-09-04,-4.0
2022-09-05,0.0
2022-09-05,0.0
2022-09-07,0.0
2022-09-07,1.0
2022-09-09,-1.0
2022-09-11,3.0
2022-09-11,-4.0
2022-09-12,-4.0
2022-09-12,5.0
2022-09-12,-5.0
2022-09-13,5.0
2022-09-18,0.0
2022-09-19,-27.0
2022-09-21,27.0
2022-09-23,0.0
2022-09-23,0.0
2022-09-24,1.0
2022-09-25,-1.0
2022-09-29,-1.0
2022-10-01,1.0
2022-10-04,-12.0
2022-10-05,11.0
2022-10-06,-1.0
2022-10-07,0.0
2022-10-07,1.0
2022-10-08,-10.0
2022-10-08,11.0
2022-10-09,-1.0
2022-10-11,1.0
2022-10-12,-2.0
2022-10-12,2.0
2022-10-13,-2.0
2022-10-14,1.0
2022-10-15,4.0
2022-10-15,-3.0
2022-10-17,0.0
2022-10-18,10.0
2022-10-19,0.0
2022-10-25,-10.0
2022-10-25,0.0
2022-10-28,0.0
2022-10-29,-2.0
2022-10-31,2.0
2022-10-31,0.0
2022-11-01,-2.0
2022-11-01,2.0
2022-11-07,-5.0
2022-11-08,5.0
2022-11-09,-5.0
2022-11-09,0.0
2022-11-11,3.0
2022-11-11,-3.0
2022-11-11,3.0
2022-11-26,-3.0
2022-12-02,5.0
2022-12-03,0.0
2022-12-11,-5.0
2022-12-13,5.0
2022-12-13,-5.0
2022-12-14,0.0
2022-12-14,5.0
2022-12-14,0.0
2022-12-15,-15.0
2022-12-16,15.0
2022-12-17,0.0
2022-12-19,-5.0
2022-12-19,0.0
2022-12-20,5.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,-15.0
2022-12-30,0.0
2023-01-01,15.0
2023-01-02,0.0
2023-01-03,-5.0
2023-01-04,3.0
2023-01-04,2.0
2023-01-05,5.0
2023-01-08,-7.0
2023-01-10,0.0
2023-01-12,-3.0
2023-01-13,0.0
2023-01-20,5.0
2023-01-21,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-28,-5.0
2023-01-29,3.0
2023-01-31,-25.0
2023-01-31,20.0
2023-02-02,7.0
2023-02-03,-5.0
2023-02-13,-5.0
2023-02-15,15.0
2023-02-16,-5.0
2023-02-16,-2.0
2023-02-17,-17.0
2023-02-17,17.0
2023-02-18,-18.0
2023-02-20,-5.0
2023-02-21,0.0
2023-02-23,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-25,0.0
2023-02-28,0.0
2023-03-03,5.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-14,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-20,0.0
2023-03-21,-7.0
2023-03-22,7.0
2023-03-23,-7.0
2023-03-24,7.0
2023-03-25,0.0
2023-03-26,-7.0
2023-03-29,0.0
2023-03-29,0.0
2023-03-30,7.0
2023-03-30,-7.0
2023-04-01,7.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-06,0.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-11,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-22,0.0
2023-04-24,0.0
2023-05-02,0.0
2023-05-11,0.0
2023-05-17,0.0
2023-05-17,0.0
2023-05-18,3.0
2023-05-20,-3.0
2023-05-21,-2.0
2023-05-22,2.0
2023-05-24,0.0
2023-05-25,0.0
2023-05-27,0.0
2023-05-28,-5.0
2023-05-29,8.0
2023-05-30,-20.0
2023-06-03,17.0
2023-06-06,0.0
2023-06-07,3.0
2023-06-08,0.0
2023-06-20,-3.0
2023-06-21,-10.0
2023-06-24,10.0
2023-06-25,-17.0
2023-06-25,0.0
2023-06-26,0.0
2023-06-27,12.0
2023-06-27,-15.0
2023-06-30,3.0
2023-07-03,20.0
2023-07-04,-20.0
2023-07-04,0.0
2023-07-05,0.0
2023-07-10,12.0
2023-07-10,8.0
2023-07-12,-8.0
2023-07-13,-10.0
2023-07-14,0.0
2023-07-15,10.0
2023-07-15,-5.0
2023-07-20,-7.0
2023-07-25,2.0
2023-07-26,15.0
2023-07-27,-15.0
2023-07-28,15.0
2023-07-30,-3.0
2023-07-31,-7.0
2023-08-01,-7.0
2023-08-03,17.0
2023-08-05,-10.0
2023-08-05,-7.0
2023-08-08,0.0
2023-08-09,7.0
2023-08-09,-7.0
2023-08-09,7.0
2023-08-12,-7.0
2023-08-14,0.0
2023-08-15,0.0
2023-08-17,0.0
2023-08-18,17.0
2023-08-19,-17.0
2023-08-19,17.0
2023-08-20,-17.0
2023-08-22,0.0
2023-08-23,10.0
2023-08-23,0.0
2023-08-24,-10.0
2023-08-25,4.0
2023-08-29,3.0
2023-09-02,-7.0
2023-09-03,17.0
2023-09-06,-17.0
2023-09-07,0.0
2023-09-07,12.0
2023-09-07,-12.0
2023-09-08,0.0
2023-09-08,12.0
2023-09-08,0.0
2023-09-09,0.0
2023-09-09,0.0
2023-09-11,-10.0
2023-09-11,10.0
2023-09-11,-12.0
2023-09-12,0.0
2023-09-12,7.0
2023-09-12,-7.0
2023-09-13,0.0
2023-09-13,5.0
2023-09-14,2.0
2023-09-14,-7.0
2023-09-15,7.0
2023-09-15,0.0
2023-09-19,-5.0
2023-09-21,-2.0
2023-09-22,12.0
2023-09-24,-2.0
2023-09-25,-10.0
2023-09-25,0.0
2023-09-27,2.0
2023-09-28,-2.0
2023-09-28,7.0
2023-10-01,0.0
2023-10-02,-5.0
2023-10-04,5.0
2023-10-05,-7.0
2023-10-09,7.0
2023-10-09,0.0
2023-10-10,-7.0
2023-10-12,0.0
2023-10-13,7.0
2023-10-14,0.0
2023-10-14,0.0
2023-10-16,3.0
2023-10-18,-8.0
2023-10-18,-2.0
2023-10-19,0.0
2023-10-20,7.0
2023-10-20,0.0
2023-10-21,-7.0
2023-10-21,7.0
2023-10-22,-7.0
2023-10-23,0.0
2023-10-23,7.0
2023-10-23,0.0
2023-10-23,-7.0
2023-10-24,7.0
2023-10-25,-7.0
2023-10-28,7.0
2023-10-30,-7.0
2023-10-30,0.0
2023-10-31,0.0
2023-10-31,7.0
2023-10-31,-17.0
2023-10-31,152.0
2023-10-31,-142.0
2023-11-01,0.0
2023-11-04,7.0
2023-11-05,0.0
2023-11-09,-7.0
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,2.0
2023-11-18,-2.0
2023-11-23,-13.0
2023-11-24,15.0
2023-11-27,-15.0
2023-11-29,20.0
2023-12-01,-10.0
2023-12-03,5.0
2023-12-05,-2.0
2023-12-05,1.0
2023-12-10,9.0
2023-12-11,0.0
2023-12-12,-23.0
2023-12-12,13.0
2023-12-14,0.0
2023-12-14,10.0
2023-12-15,-23.0
2023-12-16,0.0
2023-12-16,0.0
2023-12-17,10.0
2023-12-17,10.0
2023-12-19,2.0
2023-12-20,-10.0
2023-12-23,-12.0
2023-12-26,20.0
2023-12-26,0.0
2023-12-27,-20.0
2023-12-28,20.0
2023-12-28,2.0
2023-12-30,-2.0
2023-12-30,-20.0
2023-12-30,20.0
2023-12-31,-8.0
2023-12-31,1.0
2023-12-31,7.0
2023-12-31,-7.0
2023-12-31,2.0
2024-01-03,-15.0
2024-01-03,12.0
2024-01-04,8.0
2024-01-04,-20.0
2024-01-05,12.0
2024-01-06,10.0
2024-01-06,-22.0
2024-01-07,0.0
2024-01-07,0.0
2024-01-07,18.0
2024-01-08,4.0
2024-01-10,0.0
2024-01-10,0.0
2024-01-12,-22.0
2024-01-13,23.0
2024-01-13,0.0
2024-01-14,-23.0
2024-01-15,23.0
2024-01-15,0.0
2024-01-15,-23.0
2024-01-18,0.0
2024-01-27,20.0
2024-01-28,0.0
2024-01-29,3.0
2024-01-29,0.0
2024-02-01,-23.0
2024-02-03,13.0
2024-02-04,-13.0
2024-02-05,23.0
2024-02-05,0.0
2024-02-13,-3.0
2024-02-13,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,-20.0
2024-02-20,20.0
2024-02-21,0.0
2024-02-22,-5.0
2024-02-23,-18.0
2024-02-24,23.0
2024-02-25,3.0
2024-02-25,0.0
2024-02-27,-23.0
2024-02-27,20.0
2024-02-28,-20.0
2024-02-28,20.0
2024-02-28,-20.0
2024-02-28,0.0
2024-03-02,13.0
2024-03-02,-13.0
2024-03-05,0.0
2024-03-05,13.0
2024-03-05,7.0
2024-03-06,-20.0
2024-03-06,0.0
2024-03-07,20.0
2024-03-07,0.0
2024-03-08,-7.0
2024-03-11,6.0
2024-03-12,-19.0
2024-03-12,20.0
2024-03-13,3.0
2024-03-14,-23.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-21,13.0
2024-03-21,-8.0
2024-03-22,-5.0
2024-03-22,20.0
2024-03-22,0.0
2024-03-23,-5.0
2024-03-23,-15.0
2024-03-24,0.0
2024-03-24,20.0
2024-03-25,3.0
2024-03-26,-23.0
2024-03-26,20.0
2024-03-28,-8.0
2024-03-29,-12.0
2024-04-01,20.0
2024-04-02,-2.0
2024-04-03,-18.0
2024-04-03,5.0
2024-04-03,8.0
2024-04-03,-13.0
2024-04-04,0.0
2024-04-04,10.0
2024-04-04,0.0
2024-04-05,-10.0
2024-04-06,0.0
2024-04-06,0.0
2024-04-07,0.0
2024-04-07,0.0
2024-04-07,13.0
2024-04-08,-13.0
2024-04-08,20.0
2024-04-08,-7.0
2024-04-08,-13.0
2024-04-10,20.0
2024-04-10,-7.0
2024-04-10,7.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-11,-20.0
2024-04-12,7.0
2024-04-22,-2.0
2024-04-26,-5.0
2024-04-27,0.0
2024-04-28,10.0
2024-04-30,10.0
2024-05-05,-20.0
2024-05-05,20.0
2024-05-08,-10.0
2024-05-08,10.0
2024-05-08,-7.0
2024-05-09,-13.0
2024-05-10,0.0
2024-05-13,0.0
2024-05-14,13.0
2024-05-14,0.0
2024-05-14,2.0
2024-05-14,-15.0
2024-05-17,13.0
2024-05-18,-13.0
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,10.0
2024-05-25,5.0
2024-05-26,-2.0
2024-05-29,2.0
2024-05-30,-2.0
2024-05-30,2.0
2024-06-01,0.0
2024-06-02,-5.0
2024-06-02,5.0
2024-06-05,-2.0
2024-06-05,2.0
2024-06-06,5.0
2024-06-07,-20.0
2024-06-08,0.0
2024-06-08,13.0
2024-06-09,0.0
2024-06-09,7.0
2024-06-10,-10.0
2024-06-10,0.0
2024-06-11,3.0
2024-06-15,0.0
2024-06-18,-13.0
2024-06-23,13.0
2024-06-24,0.0
2024-06-25,-3.0
2024-06-25,-10.0
2024-06-27,10.0
2024-06-27,0.0
2024-06-29,0.0
2024-06-29,0.0
2024-06-30,-10.0
2024-06-30,0.0
2024-07-01,10.0
2024-07-03,-10.0
2024-07-06,0.0
2024-07-06,10.0
2024-07-07,-2.0
2024-07-10,-3.0
2024-07-13,5.0
2024-07-18,-10.0
2024-07-21,5.0
2024-07-22,5.0
2024-07-22,0.0
2024-07-22,-10.0
2024-07-23,5.0
2024-07-24,5.0
2024-07-25,-10.0
2024-07-27,5.0
2024-07-28,-5.0
2024-07-28,10.0
2024-07-30,-10.0
2024-07-30,0.0
2024-08-01,0.0
2024-08-01,10.0
2024-08-03,-2.0
2024-08-04,2.0
2024-08-05,-10.0
2024-08-06,0.0
2024-08-09,5.0
2024-08-10,5.0
2024-08-11,-5.0
2024-08-11,2.0
2024-08-15,3.0
2024-08-15,-10.0
2024-08-16,0.0
2024-08-16,20.0
2024-08-17,-10.0
2024-08-18,-2.0
2024-08-18,-3.0
2024-08-19,-5.0
2024-08-20,15.0
2024-08-20,0.0
2024-08-21,-8.0
2024-08-21,3.0
2024-08-21,-10.0
2024-08-22,0.0
2024-08-23,10.0
2024-08-23,0.0
2024-08-23,0.0
2024-08-24,0.0
2024-08-25,-10.0
2024-08-25,10.0
2024-08-25,-5.0
2024-08-26,-5.0
2024-08-27,10.0
2024-08-27,0.0
2024-08-28,-10.0
2024-08-28,10.0
2024-08-30,0.0
2024-08-30,-10.0
2024-09-01,10.0
2024-09-01,0.0
2024-09-01,0.0
2024-09-03,0.0
2024-09-04,-10.0
2024-09-04,3.0
2024-09-04,-3.0
2024-09-05,10.0
2024-09-06,1.0
2024-09-06,-6.0
2024-09-07,-5.0
2024-09-10,11.0
2024-09-11,-1.0
2024-09-11,1.0
2024-09-12,19.0
2024-09-13,-30.0
2024-09-13,0.0
2024-09-13,0.0
2024-09-13,0.0
2024-09-14,4.0
2024-09-14,-4.0
2024-09-16,0.0
2024-09-19,5.0
2024-09-19,-5.0
2024-09-19,10.0
2024-09-20,-2.0
2024-09-20,2.0
2024-09-23,0.0
2024-09-23,-3.0
2024-09-25,1.0
2024-09-26,-8.0
2024-09-26,10.0
2024-09-26,0.0
2024-09-27,-10.0
2024-09-28,5.0
2024-09-30,0.0
2024-09-30,5.0
2024-09-30,-10.0
2024-09-30,-5.0
2024-09-30,13.0
2024-10-01,2.0
2024-10-03,-10.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-05,13.0
2024-10-05,-13.0
2024-10-06,0.0
2024-10-06,0.0
2024-10-07,13.0
2024-10-09,-13.0
2024-10-10,13.0
2024-10-10,-13.0
2024-10-11,10.0
2024-10-11,-10.0
2024-10-11,0.0
2024-10-12,0.0
2024-10-12,0.0
2024-10-13,10.0
2024-10-13,-10.0
2024-10-13,10.0
2024-10-15,3.0
2024-10-15,-13.0
2024-10-16,13.0
2024-10-16,-5.0
2024-10-17,-5.0
2024-10-19,-3.0
2024-10-21,10.0
2024-10-21,-7.0
2024-10-22,-3.0
2024-10-24,0.0
2024-10-25,10.0
2024-10-25,0.0
2024-10-26,-7.0
2024-10-26,7.0
2024-10-27,-10.0
2024-10-28,0.0
2024-10-31,0.0
2024-11-01,0.0
2024-11-04,10.0
2024-11-05,-10.0
2024-11-11,0.0
2024-11-11,0.0
2024-11-12,8.0
2024-11-13,2.0
2024-11-17,-10.0
2024-11-18,0.0
2024-11-20,3.0
2024-11-21,0.0
2024-11-23,-3.0
2024-11-26,3.0
2024-11-30,7.0
2024-12-01,-10.0
2024-12-03,0.0
2024-12-03,0.0
2024-12-04,-5.0
2024-12-04,10.0
2024-12-09,-5.0
2024-12-11,3.0
2024-12-11,2.0
2024-12-11,-5.0
2024-12-12,10.0
2024-12-12,-2.0
2024-12-13,2.0
2024-12-13,0.0
2024-12-14,-10.0
2024-12-14,5.0
2024-12-14,0.0
2024-12-16,0.0
2024-12-16,0.0
2024-12-17,-5.0
2024-12-17,0.0
2024-12-18,5.0
2024-12-18,-5.0
2024-12-19,10.0
2024-12-20,-2.0
2024-12-20,-8.0
2024-12-21,5.0
2024-12-22,0.0
2024-12-23,3.0
2024-12-26,-8.0
2024-12-27,0.0
2024-12-27,8.0
2024-12-27,-8.0
2024-12-27,3.0
2024-12-28,-3.0
2024-12-28,8.0
2024-12-28,-3.0
2024-12-29,-5.0
2024-12-29,3.0
2024-12-29,-3.0
2024-12-29,8.0
2024-12-29,-5.0
2024-12-30,0.0
2024-12-31,1.0
2024-12-31,-4.0
2025-01-02,3.0
2025-01-02,-3.0
2025-01-02,5.0
2025-01-03,-5.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,3.0
2025-01-07,0.0
2025-01-07,2.0
2025-01-08,-5.0
2025-01-08,3.0
2025-01-08,-3.0
2025-01-09,3.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-10,2.0
2025-01-11,15.0
2025-01-11,-12.0
2025-01-11,-5.0
2025-01-14,-3.0
2025-01-16,3.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-20,2.0
2025-01-21,-7.0
2025-01-21,8.0
2025-01-22,-3.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-24,-3.0
2025-01-25,0.0
2025-01-26,3.0
2025-01-27,-3.0
2025-01-28,0.0
2025-01-28,0.0
2025-01-30,9.0
2025-01-31,-6.0
2025-01-31,-3.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-04,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-08,3.0
2025-02-09,-3.0
2025-02-09,3.0
2025-02-10,-3.0
2025-02-10,3.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-11,-3.0
2025-02-12,0.0
2025-02-12,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,3.0
2025-02-15,-3.0
2025-02-15,3.0
2025-02-16,0.0
2025-02-16,0.0
2025-02-16,-3.0
2025-02-17,4.0
2025-02-18,-4.0
2025-02-18,7.0
2025-02-19,-4.0
2025-02-19,-3.0
2025-02-19,0.0
2025-02-20,3.0
2025-02-20,0.0
2025-02-20,0.0
2025-02-20,0.0
2025-02-21,-3.0
2025-02-21,0.0
2025-02-22,3.0
2025-02-22,0.0
2025-02-22,-3.0
2025-02-24,0.0
2025-02-24,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,3.0
2025-02-26,0.0
2025-02-27,-3.0
2025-02-28,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,3.0
2025-03-04,-3.0
2025-03-06,0.0
2025-03-06,4.0
2025-03-06,0.0
2025-03-07,-2.0
2025-03-07,11.0
2025-03-08,-10.0
2025-03-10,-3.0
2025-03-11,0.0
2025-03-11,3.0
2025-03-11,0.0
2025-03-11,-3.0
2025-03-15,0.0
2025-03-15,3.0
2025-03-15,1.0
2025-03-16,-4.0
2025-03-16,0.0
2025-03-16,3.0
2025-03-17,-1.0
2025-03-18,-2.0
2025-03-18,3.0
2025-03-19,-3.0
2025-03-19,3.0
2025-03-19,-3.0
2025-03-20,0.0
2025-03-20,3.0
2025-03-20,0.0
2025-03-21,-3.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-23,3.0
2025-03-23,0.0
2025-03-25,0.0
2025-03-25,1.0
2025-03-25,-1.0
2025-03-26,-3.0
2025-03-27,0.0
2025-03-27,0.0
2025-03-27,3.0
2025-03-28,0.0
2025-03-28,-3.0
2025-03-28,0.0
2025-03-29,3.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-30,0.0
2025-03-31,-3.0
2025-04-01,3.0
2025-04-01,0.0
2025-04-01,-3.0
2025-04-01,3.0
2025-04-01,0.0
2025-04-02,0.0
2025-04-03,-3.0
2025-04-03,0.0
2025-04-03,3.0
2025-04-03,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-04,0.0
2025-04-04,-3.0
2025-04-04,3.0
2025-04-04,0.0
2025-04-05,0.0
2025-04-05,0.0
2025-04-05,0.0
2025-04-06,-3.0
2025-04-06,2.0
2025-04-06,-2.0
2025-04-06,3.0
2025-04-06,7.0
2025-04-06,-10.0
2025-04-07,0.0
2025-04-07,3.0
2025-04-07,-3.0
2025-04-08,0.0
2025-04-09,3.0
2025-04-09,-3.0
2025-04-09,0.0
2025-04-09,3.0
2025-04-10,0.0
2025-04-10,-3.0
2025-04-10,4.0
2025-04-10,-4.0
2025-04-10,0.0
2025-04-11,3.0
2025-04-11,0.0
2025-04-12,-3.0
2025-04-12,0.0
2025-04-12,0.0
2025-04-12,3.0
2025-04-22,-3.0
2025-04-22,4.0
2025-04-22,-4.0
2025-04-22,0.0
2025-04-23,4.0
2025-04-24,-4.0
2025-04-24,3.0
2025-04-25,0.0
2025-04-26,0.0
2025-04-26,-3.0
2025-04-28,3.0
2025-04-29,-3.0
2025-06-17,13.0
